numer_sta,date,date_insert,td,t,tx,tn,u,ux,un,dd,ff,dxy,fxy,dxi,fxi,rr1,t_10,t_20,t_50,t_100,vv,etat_sol,sss,n,insolh,ray_glo01,pres,pmer
29216001,20140101000000,20140101000354,279.250000,282.950000,283.150000,282.750000,78,79,76,230,7.300000,220,7.500000,230,12.500000,0.000000,281.950000,282.650000,282.950000,mq,14000,1,0.000000,8,0,0.000000,99520,100650
29216001,20140101010000,20140101010359,278.750000,282.750000,282.950000,282.650000,76,80,73,220,6.500000,220,7.500000,220,11.000000,0.000000,280.650000,282.150000,282.450000,mq,16000,1,0.000000,7,0,0.000000,99450,100580
29216001,20140101020000,20140101020405,278.950000,282.750000,282.850000,282.650000,77,79,75,210,6.500000,210,6.700000,220,12.500000,0.000000,282.350000,281.550000,281.950000,mq,18000,1,0.000000,8,0,0.000000,99390,100520
29216001,20140101030000,20140101030309,278.850000,283.050000,283.250000,282.750000,75,78,74,200,7.200000,210,7.300000,220,11.800000,0.000000,282.050000,281.050000,281.550000,mq,50000,mq,mq,8,0,0.000000,99290,100420
29216001,20140101040000,20140101040314,280.550000,282.950000,283.350000,282.850000,85,85,76,210,8.000000,200,8.100000,210,16.800000,0.200000,281.750000,282.950000,283.450000,mq,19000,2,0.000000,8,0,0.000000,99180,100310
29216001,20140101050000,20140101050319,280.950000,282.650000,283.050000,282.550000,89,89,82,190,7.300000,200,8.200000,210,14.400000,0.600000,281.350000,282.050000,282.450000,mq,11000,2,0.000000,8,0,0.000000,99030,100150
29216001,20140101060000,20140101060324,281.750000,282.850000,282.850000,282.550000,93,94,89,210,9.200000,210,9.200000,200,17.300000,2.800000,281.750000,281.150000,281.650000,mq,5000,2,0.000000,8,0,0.000000,98890,100010
29216001,20140101070000,20140101070329,282.350000,283.150000,283.150000,282.550000,95,95,92,190,8.800000,200,9.700000,200,16.300000,2.200000,281.450000,281.550000,281.950000,mq,7000,2,0.000000,8,0,0.000000,98680,99800
29216001,20140101080000,20140101080333,283.050000,283.850000,283.850000,283.150000,95,95,94,200,9.800000,190,10.500000,190,18.300000,3.100000,280.550000,280.750000,281.150000,mq,5000,2,0.000000,8,0,0.000000,98530,99640
29216001,20140101090000,20140101090338,283.450000,284.350000,284.350000,283.850000,94,95,94,200,11.800000,200,12.200000,210,21.300000,2.600000,282.450000,281.950000,282.350000,mq,5000,2,0.000000,8,0,0.000000,98420,99530
29216001,20140101100000,20140101100343,283.550000,284.650000,284.650000,284.350000,93,94,93,200,12.200000,200,13.300000,210,23.200000,1.800000,282.250000,281.950000,282.350000,mq,7000,2,0.000000,8,0,0.000000,98380,99490
29216001,20140101110000,20140101110348,283.750000,284.650000,284.850000,284.650000,94,94,90,200,12.100000,210,13.900000,190,26.500000,1.400000,282.450000,281.850000,282.250000,mq,6000,2,0.000000,8,0,32000.000000,98290,99400
29216001,20140101120000,20140101120353,283.550000,284.350000,284.650000,284.350000,95,95,93,190,11.800000,200,13.200000,190,21.900000,4.100000,281.050000,282.050000,282.450000,mq,3700,2,0.000000,8,0,12000.000000,98050,99160
29216001,20140101130000,20140101130359,284.150000,284.750000,284.750000,284.250000,96,97,95,210,11.800000,190,14.600000,210,27.300000,2.800000,281.350000,281.450000,281.850000,mq,7000,2,0.000000,8,0,39000.000000,97980,99080
29216001,20140101140000,20140101140304,283.750000,284.650000,284.950000,284.650000,94,96,93,210,8.600000,210,12.300000,210,22.500000,3.200000,282.150000,281.750000,282.050000,mq,9000,2,0.000000,8,0,20000.000000,97890,98990
29216001,20140101150000,20140101150409,283.150000,285.250000,285.250000,284.350000,87,94,87,210,9.300000,210,9.800000,200,16.100000,-0.100000,282.150000,281.650000,281.850000,mq,11000,1,0.000000,8,1,255000.000000,97840,98940
29216001,20140101160000,20140101160314,283.450000,285.250000,285.250000,285.150000,89,90,87,220,10.300000,220,11.100000,220,18.900000,0.000000,282.050000,282.550000,282.750000,mq,12000,1,0.000000,8,0,64000.000000,97850,98950
29216001,20140101170000,20140101170319,282.050000,283.650000,285.350000,283.650000,90,91,89,230,12.800000,230,12.900000,230,20.500000,3.100000,282.650000,282.250000,282.450000,mq,2000,2,0.000000,8,0,0.000000,97810,98920
29216001,20140101180000,20140101180325,281.950000,283.550000,283.950000,283.550000,90,90,87,230,6.700000,230,12.400000,260,16.900000,0.600000,282.050000,282.850000,282.950000,mq,8000,2,0.000000,8,0,0.000000,97830,98940
29216001,20140101190000,20140101190330,281.150000,283.350000,283.550000,283.150000,86,90,84,220,7.600000,220,8.500000,230,14.400000,0.000000,283.250000,282.250000,282.350000,mq,9000,1,0.000000,8,0,0.000000,97870,98980
29216001,20140101200000,20140101200336,280.650000,284.150000,284.150000,283.350000,79,87,79,230,8.200000,220,8.700000,230,14.500000,0.000000,282.150000,281.450000,281.450000,mq,9000,mq,0.000000,8,0,0.000000,97860,98970
29216001,20140101210000,20140101210341,281.150000,283.550000,284.150000,283.450000,85,85,77,210,5.900000,230,8.500000,230,13.300000,0.600000,283.250000,282.350000,282.250000,mq,7000,2,0.000000,8,0,0.000000,97810,98920
29216001,20140101220000,20140101220347,282.050000,283.450000,283.850000,283.450000,91,91,85,230,9.100000,220,9.700000,210,19.100000,4.100000,282.350000,282.850000,282.850000,mq,2500,2,0.000000,8,0,0.000000,97800,98910
29216001,20140101230000,20140101230353,281.050000,283.150000,283.350000,282.950000,87,93,85,270,8.200000,280,10.400000,280,17.000000,3.500000,282.050000,282.150000,282.050000,mq,18000,2,0.000000,8,0,0.000000,98000,99110
29216001,20140102000000,20140102000357,280.750000,282.850000,283.350000,282.750000,87,89,85,280,7.100000,270,9.900000,270,15.500000,0.200000,282.550000,282.250000,282.150000,mq,16000,2,0.000000,7,0,0.000000,98170,99280
29216001,20140102010000,20140102010403,279.550000,282.450000,282.950000,282.450000,82,87,81,280,6.200000,280,8.000000,300,12.300000,-0.100000,282.450000,282.350000,282.250000,mq,50000,2,0.000000,mq,0,0.000000,98330,99450
29216001,20140102020000,20140102020308,279.050000,281.950000,282.450000,281.950000,82,83,81,280,4.800000,300,7.300000,310,11.600000,0.000000,283.150000,281.550000,281.450000,mq,19000,mq,0.000000,mq,0,0.000000,98450,99570
29216001,20140102030000,20140102030313,278.250000,281.350000,282.350000,281.250000,81,83,80,270,4.900000,270,6.500000,270,12.000000,1.000000,281.350000,283.750000,283.650000,mq,50000,2,0.000000,mq,0,0.000000,98570,99700
