numer_sta,date,date_insert,td,t,tx,tn,u,ux,un,dd,ff,dxy,fxy,dxi,fxi,rr1,t_10,t_20,t_50,t_100,vv,etat_sol,sss,n,insolh,ray_glo01,pres,pmer
22372001,20140101000000,20140101000354,278.450000,280.650000,280.750000,280.250000,86,86,82,mq,mq,210,5.000000,210,8.700000,-0.100000,279.650000,280.450000,281.350000,282.450000,16000,2,mq,mq,0,0.000000,99030,100660
22372001,20140101010000,20140101010359,278.250000,280.150000,280.650000,280.050000,88,88,82,190,3.800000,210,6.900000,200,13.700000,0.200000,279.650000,280.450000,281.350000,282.450000,18000,2,0.000000,mq,0,0.000000,98970,100600
22372001,20140101020000,20140101020405,278.950000,280.650000,280.650000,279.950000,89,90,88,190,4.800000,190,5.100000,180,8.500000,-0.100000,279.650000,280.450000,281.350000,282.450000,12000,2,0.000000,mq,0,0.000000,98930,100560
22372001,20140101030000,20140101030309,278.650000,280.350000,280.950000,280.250000,89,90,86,180,5.300000,190,5.400000,190,11.200000,-0.100000,279.650000,280.350000,281.350000,282.450000,15000,2,0.000000,mq,0,0.000000,98870,100500
22372001,20140101040000,20140101040314,278.850000,280.750000,280.750000,280.350000,88,89,88,190,4.000000,180,6.100000,180,10.000000,-0.100000,279.650000,280.350000,281.350000,282.450000,13000,2,0.000000,6,0,0.000000,98770,100400
22372001,20140101050000,20140101050319,279.050000,280.950000,280.950000,280.650000,88,89,88,170,5.100000,170,5.100000,190,9.200000,0.200000,279.750000,280.350000,281.250000,282.350000,16000,2,0.000000,mq,0,0.000000,98620,100240
22372001,20140101060000,20140101060324,279.550000,281.450000,281.450000,280.950000,88,88,88,180,5.000000,180,5.700000,170,10.200000,-0.100000,279.850000,280.350000,281.350000,282.450000,14000,2,0.000000,mq,0,0.000000,98470,100090
22372001,20140101070000,20140101070329,280.250000,281.750000,281.750000,281.450000,90,90,87,180,6.600000,180,6.800000,180,13.000000,1.000000,279.950000,280.350000,281.250000,282.350000,9000,2,0.000000,8,0,0.000000,98310,99920
22372001,20140101080000,20140101080333,280.550000,282.250000,282.250000,281.750000,89,92,89,190,6.900000,180,7.900000,200,14.800000,1.200000,280.050000,280.350000,281.350000,282.450000,18000,2,0.000000,mq,0,0.000000,98140,99750
22372001,20140101090000,20140101090338,281.750000,282.950000,283.050000,282.350000,92,92,88,190,8.000000,180,8.100000,170,14.800000,0.800000,280.150000,280.350000,281.250000,282.450000,8000,2,0.000000,8,0,0.000000,98040,99640
22372001,20140101100000,20140101100343,282.150000,283.550000,283.550000,282.950000,91,92,91,190,8.600000,190,9.000000,190,17.500000,2.400000,280.350000,280.450000,281.250000,282.450000,12000,2,0.000000,8,0,96000.000000,97920,99510
22372001,20140101110000,20140101110348,282.450000,284.050000,284.050000,283.550000,90,91,89,190,9.100000,190,9.500000,200,19.700000,1.900000,280.650000,280.550000,281.250000,282.450000,8000,2,0.000000,8,0,169000.000000,97830,99420
22372001,20140101120000,20140101120353,282.550000,284.250000,284.250000,284.050000,89,90,89,190,8.900000,190,10.400000,210,18.500000,0.800000,280.950000,280.650000,281.250000,282.350000,9000,2,0.000000,8,0,210000.000000,97700,99290
22372001,20140101130000,20140101130359,282.250000,283.850000,284.350000,283.850000,90,90,89,190,10.300000,190,10.600000,190,21.200000,2.800000,281.250000,280.850000,281.250000,282.350000,7000,2,0.000000,8,0,165000.000000,97510,99100
22372001,20140101140000,20140101140304,282.350000,283.750000,283.850000,283.650000,91,91,90,190,10.100000,190,11.400000,180,22.700000,3.000000,281.550000,280.950000,281.250000,282.350000,6000,2,0.000000,7,0,133000.000000,97410,99000
22372001,20140101150000,20140101150409,281.750000,283.850000,284.050000,283.850000,87,91,87,190,8.100000,190,10.600000,190,19.500000,2.800000,281.650000,281.150000,281.250000,282.450000,14000,2,0.000000,mq,0,49000.000000,97360,98940
22372001,20140101160000,20140101160314,282.450000,284.050000,284.050000,283.450000,90,91,85,200,7.300000,190,7.900000,210,14.400000,0.400000,281.650000,281.250000,281.250000,282.450000,15000,2,0.000000,mq,0,86000.000000,97330,98910
22372001,20140101170000,20140101170319,282.250000,284.550000,284.650000,284.150000,86,90,86,210,7.600000,200,8.400000,180,16.700000,-0.100000,281.750000,281.350000,281.250000,282.350000,16000,2,0.000000,mq,0,5000.000000,97260,98840
22372001,20140101180000,20140101180325,282.750000,284.650000,284.850000,284.250000,88,88,85,220,7.800000,210,8.700000,210,16.000000,0.400000,281.750000,281.450000,281.250000,282.350000,6000,2,0.000000,7,0,0.000000,97270,98850
22372001,20140101190000,20140101190330,280.750000,283.850000,284.650000,282.750000,81,91,80,210,6.700000,260,9.300000,240,14.800000,3.100000,281.750000,281.550000,281.250000,282.350000,20000,1,0.000000,mq,0,0.000000,97210,98790
22372001,20140101200000,20140101200336,279.950000,283.050000,283.750000,283.050000,81,83,80,220,7.200000,220,8.000000,220,14.200000,0.000000,281.650000,281.550000,281.350000,282.350000,16000,1,0.000000,mq,0,0.000000,97320,98910
22372001,20140101210000,20140101210341,280.050000,282.750000,283.050000,282.550000,83,85,81,210,6.000000,220,7.500000,230,14.300000,0.000000,281.450000,281.550000,281.350000,282.350000,12000,mq,0.000000,mq,0,0.000000,97330,98920
22372001,20140101220000,20140101220347,280.050000,282.950000,282.950000,282.550000,82,84,81,210,6.200000,210,6.700000,210,13.100000,0.000000,281.250000,281.550000,281.350000,282.350000,11000,1,0.000000,mq,0,0.000000,97310,98900
22372001,20140101230000,20140101230353,280.850000,282.450000,283.050000,282.450000,90,90,81,200,5.700000,210,7.000000,220,11.800000,2.800000,281.150000,281.450000,281.350000,282.350000,4300,2,0.000000,8,0,0.000000,97290,98880
22372001,20140102000000,20140102000357,280.350000,282.450000,282.850000,282.450000,87,91,86,250,7.600000,240,8.300000,200,14.200000,1.000000,281.250000,281.450000,281.450000,282.350000,16000,2,0.000000,mq,0,0.000000,97410,99000
22372001,20140102010000,20140102010403,280.050000,282.050000,282.450000,282.050000,87,89,85,260,8.200000,250,8.800000,250,13.000000,-0.100000,281.150000,281.350000,281.450000,282.350000,20000,2,0.000000,7,0,0.000000,97570,99170
22372001,20140102020000,20140102020308,278.950000,281.350000,282.150000,281.350000,85,87,85,250,7.100000,260,9.000000,250,13.000000,0.000000,281.050000,281.350000,281.450000,282.350000,20000,1,0.000000,6,0,0.000000,97760,99370
22372001,20140102030000,20140102030313,278.550000,280.950000,281.450000,280.950000,85,85,84,240,4.800000,260,7.400000,250,11.900000,0.000000,280.850000,281.350000,281.450000,282.350000,20000,1,0.000000,mq,0,0.000000,97920,99530
22372001,20140102040000,20140102040417,278.450000,280.350000,281.050000,280.250000,88,89,85,230,4.600000,250,8.900000,250,13.300000,0.400000,280.750000,281.250000,281.450000,282.350000,20000,2,0.000000,mq,0,0.000000,98030,99650
22372001,20140102050000,20140102050322,278.550000,280.450000,280.650000,280.350000,88,89,86,230,5.200000,230,5.500000,240,9.300000,0.200000,280.550000,281.150000,281.450000,282.350000,14000,2,0.000000,mq,0,0.000000,98120,99740
22372001,20140102060000,20140102060327,277.150000,280.150000,280.550000,279.950000,81,88,81,230,5.300000,230,5.300000,250,9.100000,0.000000,280.350000,281.050000,281.450000,282.350000,20000,mq,0.000000,mq,0,0.000000,98210,99830
22372001,20140102070000,20140102070332,277.450000,279.450000,280.150000,279.450000,87,87,81,220,4.500000,230,5.800000,220,8.400000,0.000000,280.250000,280.950000,281.450000,282.350000,20000,1,0.000000,mq,0,0.000000,98320,99950
22372001,20140102080000,20140102080336,277.450000,279.450000,279.650000,279.450000,87,88,87,210,4.500000,210,4.900000,220,8.400000,0.000000,279.950000,280.850000,281.450000,282.350000,20000,1,0.000000,mq,0,0.000000,98410,100040
22372001,20140102090000,20140102090340,277.850000,280.250000,280.250000,279.350000,85,87,84,210,4.800000,220,5.400000,220,9.000000,0.000000,279.850000,280.750000,281.450000,282.350000,20000,1,0.000000,mq,10,68000.000000,98450,100070
22372001,20140102100000,20140102100345,278.450000,281.150000,281.150000,280.250000,83,85,83,200,3.900000,210,4.800000,210,7.800000,0.000000,279.850000,280.650000,281.450000,282.350000,20000,1,0.000000,mq,42,416000.000000,98550,100170
22372001,20140102110000,20140102110350,279.850000,283.150000,283.150000,281.150000,80,84,80,210,5.300000,210,5.700000,220,10.600000,0.000000,279.950000,280.550000,281.450000,282.350000,19000,0,0.000000,mq,40,705000.000000,98530,100140
22372001,20140102120000,20140102120354,279.750000,283.450000,284.050000,283.150000,78,81,76,210,5.900000,210,6.200000,230,11.100000,0.000000,280.350000,280.550000,281.450000,282.350000,19000,0,0.000000,mq,35,996000.000000,98500,100110
22372001,20140102130000,20140102130300,280.350000,284.450000,284.450000,283.250000,76,83,76,210,5.700000,210,5.800000,180,11.500000,0.000000,280.750000,280.650000,281.450000,282.350000,20000,0,0.000000,mq,7,605000.000000,98480,100080
22372001,20140102140000,20140102140405,280.350000,284.450000,284.450000,284.050000,76,78,75,210,5.100000,210,7.200000,210,13.900000,0.000000,281.050000,280.750000,281.350000,282.350000,19000,0,0.000000,mq,27,651000.000000,98440,100040
