numer_sta,date,date_insert,td,t,tx,tn,u,ux,un,dd,ff,dxy,fxy,dxi,fxi,rr1,t_10,t_20,t_50,t_100,vv,etat_sol,sss,n,insolh,ray_glo01,pres,pmer
29075001,20140101000000,20140101000354,279.350000,282.850000,283.050000,282.550000,79,82,78,220,9.800000,220,9.900000,230,14.700000,0.000000,281.650000,282.050000,282.750000,283.650000,15000,2,0.000000,6,0,0.000000,99350,100490
29075001,20140101010000,20140101010359,279.050000,282.750000,282.950000,282.750000,78,80,77,220,9.200000,220,9.900000,230,14.600000,0.000000,281.650000,282.050000,282.750000,283.650000,15000,2,0.000000,5,0,0.000000,99270,100410
29075001,20140101020000,20140101020405,279.850000,282.250000,282.850000,281.950000,85,85,78,210,8.100000,210,10.800000,200,17.800000,0.200000,281.650000,281.950000,282.750000,283.650000,15000,2,0.000000,7,0,0.000000,99190,100330
29075001,20140101030000,20140101030309,279.550000,282.850000,282.850000,282.350000,80,85,80,200,8.900000,200,9.500000,210,14.500000,0.000000,281.650000,281.950000,282.750000,283.650000,15000,2,0.000000,8,0,0.000000,99080,100220
29075001,20140101040000,20140101040314,280.350000,282.950000,283.050000,282.850000,84,84,80,190,10.800000,190,11.000000,190,15.700000,-0.100000,281.650000,281.950000,282.750000,283.650000,9000,2,0.000000,8,0,0.000000,98940,100070
29075001,20140101050000,20140101050319,280.350000,282.250000,282.950000,282.250000,88,89,84,190,11.000000,200,12.700000,200,18.200000,1.400000,281.650000,281.950000,282.850000,283.750000,10000,2,0.000000,8,0,0.000000,98800,99940
29075001,20140101060000,20140101060324,281.450000,282.550000,282.550000,282.150000,93,93,88,190,11.700000,190,12.000000,170,17.800000,2.400000,281.650000,281.950000,282.750000,283.650000,6000,2,0.000000,8,0,0.000000,98600,99730
29075001,20140101070000,20140101070329,281.950000,282.850000,282.850000,282.550000,94,94,93,190,13.400000,190,13.800000,180,22.100000,2.700000,281.650000,281.950000,282.750000,283.650000,5000,2,0.000000,8,0,0.000000,98420,99550
29075001,20140101080000,20140101080333,282.750000,283.550000,283.550000,282.850000,95,95,94,190,13.600000,190,14.000000,170,20.300000,4.400000,281.750000,281.950000,282.750000,283.650000,4000,2,0.000000,8,0,0.000000,98230,99350
29075001,20140101090000,20140101090338,283.550000,284.150000,284.150000,283.550000,96,96,95,200,14.400000,200,15.400000,190,22.400000,2.800000,281.750000,281.950000,282.750000,283.650000,4000,2,0.000000,8,0,0.000000,98160,99280
29075001,20140101100000,20140101100343,283.550000,284.350000,284.350000,284.150000,95,96,95,210,13.800000,210,15.900000,200,24.700000,1.200000,281.850000,281.950000,282.750000,283.650000,3000,2,0.000000,8,0,0.000000,98090,99210
29075001,20140101110000,20140101110348,283.450000,284.350000,284.450000,284.350000,94,95,94,210,14.700000,210,15.900000,200,23.300000,2.400000,281.950000,281.950000,282.750000,283.650000,4500,2,0.000000,8,0,0.000000,98020,99140
29075001,20140101120000,20140101120353,283.550000,284.350000,284.450000,284.250000,95,95,94,200,14.600000,210,16.000000,200,24.100000,5.100000,282.050000,281.950000,282.750000,283.650000,3500,2,0.000000,8,0,7000.000000,97890,99010
29075001,20140101130000,20140101130359,282.950000,283.750000,284.450000,283.750000,95,95,92,210,9.500000,200,14.400000,220,19.500000,4.200000,282.150000,281.950000,282.650000,283.650000,9000,2,0.000000,8,0,54000.000000,97770,98890
29075001,20140101140000,20140101140304,283.750000,284.850000,284.850000,283.650000,93,97,93,200,13.000000,210,13.000000,210,20.200000,-0.100000,282.250000,282.050000,282.650000,283.650000,8000,2,0.000000,8,0,110000.000000,97660,98770
29075001,20140101150000,20140101150409,283.850000,284.950000,285.150000,284.850000,93,93,92,210,10.300000,200,12.800000,210,19.100000,0.000000,282.350000,282.050000,282.650000,283.650000,8000,2,0.000000,8,0,161000.000000,97620,98730
29075001,20140101160000,20140101160314,283.350000,284.950000,285.050000,284.950000,90,93,89,210,11.300000,210,12.500000,210,18.800000,-0.100000,282.450000,282.150000,282.650000,283.650000,8000,mq,0.000000,8,0,36000.000000,97620,98730
29075001,20140101170000,20140101170319,281.350000,282.750000,284.850000,282.750000,91,91,88,210,9.500000,220,13.700000,220,20.000000,1.000000,282.550000,282.150000,282.650000,283.650000,8000,2,0.000000,8,0,0.000000,97610,98730
29075001,20140101180000,20140101180325,281.150000,283.050000,283.050000,282.650000,88,91,88,210,9.100000,210,9.600000,210,14.300000,-0.100000,282.550000,282.250000,282.650000,283.650000,10000,2,0.000000,5,0,0.000000,97630,98750
29075001,20140101190000,20140101190330,280.150000,283.450000,283.550000,283.150000,80,88,80,230,9.300000,230,10.500000,220,15.900000,0.000000,282.650000,282.250000,282.650000,283.650000,10000,2,0.000000,5,0,0.000000,97680,98800
29075001,20140101200000,20140101200336,279.350000,283.050000,283.550000,283.050000,78,82,75,220,8.900000,230,11.600000,210,17.800000,0.000000,282.550000,282.250000,282.650000,283.650000,15000,1,0.000000,6,0,0.000000,97680,98800
29075001,20140101210000,20140101210341,280.850000,283.450000,283.750000,283.050000,84,84,78,220,9.400000,210,9.600000,220,15.800000,0.600000,282.550000,282.350000,282.650000,283.650000,4800,2,0.000000,8,0,0.000000,97670,98790
29075001,20140101220000,20140101220347,281.650000,282.550000,283.350000,281.250000,94,94,81,230,8.400000,230,11.400000,240,17.500000,8.700000,282.450000,282.350000,282.650000,283.650000,7000,2,0.000000,7,0,0.000000,97700,98820
29075001,20140101230000,20140101230353,280.950000,282.550000,282.650000,282.450000,90,94,90,280,6.900000,240,8.800000,260,14.500000,0.400000,282.350000,282.350000,282.650000,283.650000,10000,2,0.000000,7,0,0.000000,97870,98990
29075001,20140102000000,20140102000357,279.950000,281.650000,282.450000,281.650000,89,90,87,270,5.600000,280,7.900000,290,15.100000,-0.100000,282.250000,282.350000,282.650000,283.650000,20000,2,0.000000,2,0,0.000000,98080,99210
29075001,20140102010000,20140102010403,279.550000,281.550000,281.850000,281.550000,87,89,87,270,5.000000,270,6.100000,260,10.700000,-0.100000,282.250000,282.350000,282.650000,283.650000,20000,2,mq,2,0,0.000000,98210,99340
29075001,20140102020000,20140102020308,279.050000,281.050000,281.650000,280.850000,87,87,85,250,4.900000,270,6.100000,280,11.000000,0.000000,282.150000,282.250000,282.650000,283.550000,20000,2,0.000000,2,0,0.000000,98340,99480
29075001,20140102030000,20140102030313,278.650000,281.150000,281.150000,280.950000,84,87,83,250,4.200000,260,5.400000,260,9.200000,-0.100000,282.050000,282.250000,282.650000,283.550000,20000,2,0.000000,5,0,0.000000,98450,99590
29075001,20140102040000,20140102040417,278.250000,281.350000,281.750000,281.150000,81,84,80,260,7.400000,260,7.400000,280,13.100000,0.200000,282.050000,282.250000,282.750000,283.550000,20000,2,0.000000,5,0,0.000000,98560,99700
29075001,20140102050000,20140102050322,277.950000,280.350000,281.250000,280.350000,85,85,82,240,4.500000,260,7.600000,270,11.800000,-0.100000,281.950000,282.250000,282.650000,283.550000,20000,2,0.000000,3,0,0.000000,98620,99760
29075001,20140102060000,20140102060327,278.150000,279.650000,280.450000,279.650000,90,90,85,230,3.500000,240,4.700000,230,8.000000,0.000000,281.850000,282.250000,282.750000,283.550000,20000,2,0.000000,3,0,0.000000,98700,99850
29075001,20140102070000,20140102070332,278.450000,280.150000,280.250000,279.650000,89,91,89,230,3.900000,220,4.200000,220,6.200000,0.000000,281.750000,282.150000,282.750000,283.650000,20000,2,0.000000,3,0,0.000000,98760,99900
29075001,20140102080000,20140102080336,278.950000,281.350000,281.550000,280.150000,85,90,85,220,4.800000,220,5.200000,220,7.500000,-0.100000,281.650000,282.150000,282.750000,283.550000,15000,2,0.000000,6,0,0.000000,98780,99920
29075001,20140102090000,20140102090340,280.150000,282.550000,282.550000,281.150000,85,88,85,220,6.500000,220,6.500000,220,10.500000,0.000000,281.550000,282.150000,282.750000,283.650000,15000,2,0.000000,6,0,52000.000000,98870,100010
29075001,20140102100000,20140102100345,279.750000,282.850000,282.850000,282.550000,81,85,80,220,5.600000,230,7.100000,230,9.800000,0.000000,281.550000,282.050000,282.750000,283.550000,20000,1,0.000000,6,0,202000.000000,98900,100040
29075001,20140102110000,20140102110350,280.550000,284.050000,284.150000,282.850000,79,84,79,220,7.000000,210,7.300000,220,10.600000,0.000000,281.550000,282.050000,282.750000,283.550000,20000,1,0.000000,6,26,589000.000000,98890,100020
29075001,20140102120000,20140102120354,280.650000,284.550000,284.950000,283.950000,77,83,77,220,9.000000,220,9.100000,200,13.100000,0.000000,281.550000,282.050000,282.750000,283.550000,15000,1,mq,6,44,840000.000000,98900,100030
29075001,20140102130000,20140102130300,281.750000,284.950000,284.950000,283.850000,81,84,78,210,7.600000,220,8.900000,190,11.900000,0.000000,281.650000,281.950000,282.750000,283.550000,15000,1,0.000000,6,14,591000.000000,98840,99970
29075001,20140102140000,20140102140405,281.050000,284.750000,285.450000,284.750000,78,80,76,210,9.000000,200,9.800000,200,15.200000,0.000000,281.850000,281.950000,282.750000,283.550000,15000,1,0.000000,6,51,938000.000000,98800,99930
29075001,20140102150000,20140102150311,281.150000,284.250000,284.750000,284.250000,81,83,78,210,8.300000,210,8.800000,200,13.100000,0.000000,281.950000,282.050000,282.750000,283.550000,15000,1,0.000000,7,8,371000.000000,98780,99910
29075001,20140102160000,20140102160315,281.450000,284.050000,284.250000,283.950000,84,84,81,190,8.000000,200,9.300000,200,13.200000,0.000000,282.150000,282.050000,282.750000,283.550000,15000,1,0.000000,8,0,84000.000000,98690,99820
29075001,20140102170000,20140102170320,282.050000,284.150000,284.250000,283.950000,87,87,84,190,10.600000,190,11.600000,190,16.800000,0.000000,282.150000,282.050000,282.750000,283.550000,10000,1,0.000000,8,0,0.000000,98610,99740
29075001,20140102180000,20140102180324,283.050000,283.950000,284.150000,283.850000,94,94,87,180,10.000000,190,10.600000,190,15.700000,0.400000,282.250000,282.150000,282.750000,283.550000,4000,2,0.000000,8,0,0.000000,98510,99640
29075001,20140102190000,20140102190333,283.550000,284.150000,284.150000,283.950000,96,96,94,180,11.400000,180,11.400000,170,17.500000,0.200000,282.250000,282.150000,282.750000,283.550000,3000,2,0.000000,8,0,0.000000,98390,99510
29075001,20140102200000,20140102200338,283.750000,284.350000,284.350000,284.050000,96,96,96,190,13.100000,190,13.400000,190,21.000000,1.200000,282.350000,282.150000,282.750000,283.650000,3000,2,0.000000,8,0,0.000000,98360,99480
29075001,20140102210000,20140102210342,283.850000,284.350000,284.450000,284.250000,97,97,96,200,12.300000,190,14.200000,190,20.200000,2.600000,282.350000,282.250000,282.750000,283.550000,3500,2,0.000000,8,0,0.000000,98380,99500
