numer_sta,date,date_insert,td,t,tx,tn,u,ux,un,dd,ff,dxy,fxy,dxi,fxi,rr1,t_10,t_20,t_50,t_100,vv,etat_sol,sss,n,insolh,ray_glo01,pres,pmer,
29178001,20140101000000,20140101000555,mq,282.950000,283.250000,282.150000,mq,mq,mq,mq,10.000000,mq,mq,mq,mq,0.200000,281.950000,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,
29178001,20140101010000,20140101030309,mq,283.250000,283.250000,282.950000,mq,mq,mq,mq,10.000000,mq,mq,mq,mq,0.000000,281.950000,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,
29178001,20140101020000,20140101030309,mq,283.150000,283.350000,283.050000,mq,mq,mq,mq,10.000000,mq,mq,mq,mq,0.000000,281.950000,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,
29178001,20140101030000,20140101030309,mq,283.450000,283.550000,283.050000,mq,mq,mq,mq,10.000000,mq,mq,mq,mq,0.000000,281.950000,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,
29178001,20140101040000,20140101060525,mq,282.950000,283.550000,282.850000,mq,mq,mq,mq,10.000000,mq,mq,mq,mq,1.000000,281.950000,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,
29178001,20140101050000,20140101060525,mq,282.550000,283.050000,282.450000,mq,mq,mq,mq,10.000000,mq,mq,mq,mq,2.000000,281.950000,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,
29178001,20140101060000,20140101060525,mq,282.750000,282.750000,282.550000,mq,mq,mq,mq,10.000000,mq,mq,mq,mq,5.600000,281.950000,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,
29178001,20140101070000,20140101090338,mq,283.350000,283.350000,282.850000,mq,mq,mq,mq,10.000000,mq,mq,mq,mq,3.200000,281.950000,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,
29178001,20140101080000,20140101090338,mq,284.050000,284.050000,283.350000,mq,mq,mq,mq,10.000000,mq,mq,mq,mq,3.600000,281.850000,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,
29178001,20140101090000,20140101090338,mq,284.550000,284.650000,284.050000,mq,mq,mq,mq,10.000000,mq,mq,mq,mq,2.200000,281.950000,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,
