numer_sta,date,date_insert,td,t,tx,tn,u,ux,un,dd,ff,dxy,fxy,dxi,fxi,rr1,t_10,t_20,t_50,t_100,vv,etat_sol,sss,n,insolh,ray_glo01,pres,pmer
56243001,20140101000000,20140101000754,279.550000,282.850000,282.950000,282.750000,80,80,76,210,4.400000,210,4.700000,200,8.800000,0.000000,280.850000,mq,mq,mq,mq,mq,mq,mq,0,0.000000,mq,mq
56243001,20140101010000,20140101010759,279.550000,283.050000,283.150000,282.750000,79,82,78,210,4.700000,210,5.200000,220,8.500000,0.000000,280.850000,mq,mq,mq,mq,mq,mq,mq,0,0.000000,mq,mq
56243001,20140101020000,20140101020605,278.750000,282.750000,283.150000,282.750000,76,80,74,210,4.700000,230,5.800000,230,10.300000,0.000000,280.850000,mq,mq,mq,mq,mq,mq,mq,0,0.000000,mq,mq
56243001,20140101030000,20140101030809,280.050000,282.950000,282.950000,282.150000,82,86,75,190,4.700000,190,4.700000,190,7.600000,0.000000,280.850000,mq,mq,mq,mq,mq,mq,mq,0,0.000000,mq,mq
56243001,20140101040000,20140101040614,279.850000,283.350000,283.350000,282.950000,79,84,76,190,5.200000,190,5.500000,190,9.500000,0.000000,280.850000,mq,mq,mq,mq,mq,mq,mq,0,0.000000,mq,mq
56243001,20140101050000,20140101050819,280.550000,283.650000,283.750000,283.350000,81,82,77,190,6.700000,190,7.000000,200,12.100000,0.000000,280.850000,mq,mq,mq,mq,mq,mq,mq,0,0.000000,mq,mq
56243001,20140101060000,20140101060724,281.050000,283.650000,283.750000,283.350000,84,84,80,180,6.100000,190,7.300000,200,13.400000,0.000000,280.950000,mq,mq,mq,mq,mq,mq,mq,0,0.000000,mq,mq
56243001,20140101070000,20140101070529,281.550000,283.650000,283.750000,283.650000,87,89,83,180,6.500000,190,7.100000,190,12.900000,0.000000,281.150000,mq,mq,mq,mq,mq,mq,mq,0,0.000000,mq,mq
56243001,20140101080000,20140101080733,282.750000,283.550000,283.750000,283.450000,95,96,88,190,8.100000,190,8.700000,190,18.500000,2.200000,281.250000,mq,mq,mq,mq,mq,mq,mq,0,0.000000,mq,mq
56243001,20140101090000,20140101090738,282.750000,283.650000,283.650000,283.450000,94,96,94,190,8.300000,190,8.600000,220,17.400000,1.800000,281.450000,mq,mq,mq,mq,mq,mq,mq,0,0.000000,mq,mq
56243001,20140101100000,20140101100743,282.950000,283.850000,283.850000,283.650000,94,96,93,190,10.300000,190,10.400000,190,18.100000,2.300000,281.650000,mq,mq,mq,mq,mq,mq,mq,0,40000.000000,mq,mq
56243001,20140101110000,20140101110749,283.050000,283.950000,283.950000,283.850000,94,96,94,190,9.700000,190,10.700000,200,18.800000,1.400000,281.950000,mq,mq,mq,mq,mq,mq,mq,0,69000.000000,mq,mq
56243001,20140101120000,20140101120754,282.850000,283.950000,284.050000,283.850000,93,94,92,190,10.000000,190,10.900000,190,20.600000,1.000000,282.150000,mq,mq,mq,mq,mq,mq,mq,0,106000.000000,mq,mq
56243001,20140101130000,20140101130659,283.050000,283.850000,284.050000,283.850000,95,95,92,180,9.500000,180,12.200000,190,21.000000,2.800000,282.250000,mq,mq,mq,mq,mq,mq,mq,0,95000.000000,mq,mq
56243001,20140101140000,20140101140805,283.250000,284.050000,284.050000,283.850000,95,97,94,190,10.300000,190,11.000000,190,21.600000,3.000000,282.450000,mq,mq,mq,mq,mq,mq,mq,0,76000.000000,mq,mq
56243001,20140101150000,20140101150810,283.250000,284.550000,284.550000,284.050000,92,96,91,190,10.700000,200,12.000000,200,22.900000,1.600000,282.550000,mq,mq,mq,mq,mq,mq,mq,0,54000.000000,mq,mq
56243001,20140101160000,20140101160614,283.450000,285.050000,285.050000,284.450000,90,94,88,210,11.500000,200,12.200000,200,23.000000,1.200000,282.650000,mq,mq,mq,mq,mq,mq,mq,0,5000.000000,mq,mq
56243001,20140101170000,20140101170819,283.050000,285.550000,285.550000,285.050000,85,89,84,210,10.300000,210,11.800000,210,23.000000,0.000000,282.850000,mq,mq,mq,mq,mq,mq,mq,0,0.000000,mq,mq
56243001,20140101180000,20140101180825,283.450000,285.050000,285.550000,284.650000,90,92,84,200,9.500000,200,11.700000,200,18.900000,0.200000,282.850000,mq,mq,mq,mq,mq,mq,mq,0,0.000000,mq,mq
56243001,20140101190000,20140101190831,283.750000,285.150000,285.250000,285.050000,91,91,87,200,8.800000,200,9.300000,200,18.900000,0.200000,282.950000,mq,mq,mq,mq,mq,mq,mq,0,0.000000,mq,mq
56243001,20140101200000,20140101200735,281.550000,283.750000,285.050000,283.750000,86,92,85,230,7.800000,200,9.100000,210,17.100000,0.200000,282.950000,mq,mq,mq,mq,mq,mq,mq,0,0.000000,mq,mq
56243001,20140101210000,20140101210741,281.750000,284.050000,284.050000,283.750000,86,88,84,220,5.400000,230,7.700000,230,13.500000,0.000000,282.850000,mq,mq,mq,mq,mq,mq,mq,0,0.000000,mq,mq
56243001,20140101220000,20140101220747,281.750000,284.550000,284.650000,284.050000,83,87,81,210,5.900000,210,6.200000,230,11.800000,0.000000,282.750000,mq,mq,mq,mq,mq,mq,mq,0,0.000000,mq,mq
56243001,20140101230000,20140101230753,281.750000,284.150000,284.950000,284.150000,85,86,77,220,7.500000,220,7.900000,220,13.500000,0.200000,282.650000,mq,mq,mq,mq,mq,mq,mq,0,0.000000,mq,mq
56243001,20140102000000,20140102000657,281.750000,284.150000,284.250000,283.850000,85,89,84,250,8.900000,230,10.400000,240,18.000000,0.200000,282.550000,mq,mq,mq,mq,mq,mq,mq,0,0.000000,mq,mq
56243001,20140102010000,20140102010803,281.250000,283.150000,284.350000,283.150000,88,88,81,260,7.400000,260,10.600000,250,18.200000,0.600000,282.550000,mq,mq,mq,mq,mq,mq,mq,0,0.000000,mq,mq
56243001,20140102020000,20140102020809,281.150000,282.850000,283.250000,282.850000,89,91,87,260,6.100000,260,7.400000,240,12.300000,0.200000,282.450000,mq,mq,mq,mq,mq,mq,mq,0,0.000000,mq,mq
56243001,20140102030000,20140102030813,280.050000,282.850000,283.050000,282.450000,83,88,81,280,6.100000,260,6.200000,280,13.800000,0.000000,282.350000,mq,mq,mq,mq,mq,mq,mq,0,0.000000,mq,mq
56243001,20140102040000,20140102040617,279.450000,282.350000,282.850000,282.250000,82,85,80,260,4.300000,280,6.300000,270,8.800000,0.000000,282.250000,mq,mq,mq,mq,mq,mq,mq,0,0.000000,mq,mq
56243001,20140102050000,20140102050722,279.650000,283.150000,283.250000,282.350000,79,86,79,280,5.000000,250,5.700000,250,10.300000,0.000000,282.050000,mq,mq,mq,mq,mq,mq,mq,0,0.000000,mq,mq
56243001,20140102060000,20140102060527,280.750000,282.650000,283.050000,282.550000,88,88,78,250,4.100000,280,5.100000,280,7.200000,0.000000,281.850000,mq,mq,mq,mq,mq,mq,mq,0,0.000000,mq,mq
56243001,20140102070000,20140102070532,279.450000,282.350000,282.550000,282.350000,82,89,82,260,4.500000,250,5.100000,260,9.000000,0.000000,281.650000,mq,mq,mq,mq,mq,mq,mq,0,0.000000,mq,mq
56243001,20140102080000,20140102080536,280.450000,282.150000,282.350000,282.050000,89,91,81,300,1.600000,260,4.300000,260,5.800000,0.000000,281.550000,mq,mq,mq,mq,mq,mq,mq,0,0.000000,mq,mq
56243001,20140102090000,20140102090740,280.750000,282.350000,282.350000,281.550000,90,92,88,190,1.800000,190,1.800000,200,2.700000,0.000000,281.450000,mq,mq,mq,mq,mq,mq,mq,17,98000.000000,mq,mq
56243001,20140102100000,20140102100746,281.150000,283.950000,283.950000,282.350000,83,90,83,220,3.000000,210,3.500000,200,6.200000,0.000000,281.350000,mq,mq,mq,mq,mq,mq,mq,37,380000.000000,mq,mq
56243001,20140102110000,20140102110650,281.550000,285.050000,285.050000,283.850000,79,83,79,210,3.800000,210,3.900000,210,6.700000,0.000000,281.450000,mq,mq,mq,mq,mq,mq,mq,20,562000.000000,mq,mq
56243001,20140102120000,20140102120754,282.550000,285.750000,285.750000,285.050000,81,83,78,210,4.200000,200,4.300000,210,7.700000,0.000000,281.650000,mq,mq,mq,mq,mq,mq,mq,33,850000.000000,mq,mq
56243001,20140102130000,20140102130800,282.850000,285.450000,286.250000,285.450000,84,84,79,200,4.700000,210,5.200000,210,9.500000,0.000000,282.050000,mq,mq,mq,mq,mq,mq,mq,16,748000.000000,mq,mq
56243001,20140102140000,20140102140705,283.450000,285.950000,286.050000,285.350000,85,88,84,210,4.800000,210,5.000000,240,9.100000,0.000000,282.350000,mq,mq,mq,mq,mq,mq,mq,32,705000.000000,mq,mq
56243001,20140102150000,20140102150810,282.850000,285.250000,286.050000,285.150000,85,86,83,210,6.300000,210,6.400000,210,11.400000,0.000000,282.650000,mq,mq,mq,mq,mq,mq,mq,14,439000.000000,mq,mq
56243001,20140102160000,20140102160715,282.750000,284.350000,285.150000,284.350000,90,91,84,200,4.100000,210,6.200000,190,9.900000,0.000000,282.850000,mq,mq,mq,mq,mq,mq,mq,8,132000.000000,mq,mq
56243001,20140102170000,20140102170820,282.850000,284.450000,284.450000,284.250000,90,92,89,180,4.100000,190,4.600000,190,7.900000,0.000000,282.950000,mq,mq,mq,mq,mq,mq,mq,0,0.000000,mq,mq
56243001,20140102180000,20140102180725,283.250000,284.550000,284.550000,284.250000,92,93,90,190,5.400000,190,5.400000,190,9.500000,0.000000,282.850000,mq,mq,mq,mq,mq,mq,mq,0,0.000000,mq,mq
56243001,20140102190000,20140102190733,282.950000,284.550000,284.750000,284.550000,90,93,89,180,5.100000,190,5.700000,190,10.300000,0.000000,282.850000,mq,mq,mq,mq,mq,mq,mq,0,0.000000,mq,mq
56243001,20140102200000,20140102200738,283.250000,284.350000,284.550000,284.350000,93,94,89,180,6.400000,180,7.200000,180,13.500000,0.200000,282.850000,mq,mq,mq,mq,mq,mq,mq,0,0.000000,mq,mq
56243001,20140102210000,20140102210743,283.350000,284.150000,284.350000,284.150000,95,95,90,180,7.600000,190,7.900000,170,14.300000,1.000000,282.850000,mq,mq,mq,mq,mq,mq,mq,0,0.000000,mq,mq
56243001,20140102220000,20140102220747,283.450000,284.050000,284.150000,283.850000,96,97,93,180,7.500000,180,8.700000,170,16.000000,0.800000,282.950000,mq,mq,mq,mq,mq,mq,mq,0,0.000000,mq,mq
56243001,20140102230000,20140102230752,283.850000,284.450000,284.550000,284.050000,96,98,95,200,7.600000,180,8.700000,190,16.800000,1.600000,282.950000,mq,mq,mq,mq,mq,mq,mq,0,0.000000,mq,mq
56243001,20140103000000,20140103000757,284.450000,284.950000,284.950000,284.450000,97,98,96,210,6.900000,190,8.000000,200,14.200000,0.200000,283.050000,mq,mq,mq,mq,mq,mq,mq,0,0.000000,mq,mq
