numer_sta,date,date_insert,td,t,tx,tn,u,ux,un,dd,ff,dxy,fxy,dxi,fxi,rr1,t_10,t_20,t_50,t_100,vv,etat_sol,sss,n,insolh,ray_glo01,pres,pmer,
22282001,20140101000000,20140101000354,277.550000,279.250000,279.650000,279.250000,89,89,86,190,3.900000,190,4.800000,190,8.000000,0.000000,mq,mq,mq,mq,mq,mq,mq,mq,0,0.000000,mq,mq,
22282001,20140101010000,20140101010359,278.050000,279.450000,279.450000,279.050000,91,91,88,190,3.800000,180,4.300000,180,7.100000,0.000000,mq,mq,mq,mq,mq,mq,mq,mq,0,0.000000,mq,mq,
22282001,20140101020000,20140101020405,278.050000,279.550000,279.650000,279.450000,90,91,88,190,3.400000,180,4.600000,180,6.800000,0.000000,mq,mq,mq,mq,mq,mq,mq,mq,0,0.000000,mq,mq,
22282001,20140101030000,20140101030309,277.950000,280.150000,280.150000,279.550000,86,90,85,180,6.400000,180,6.400000,180,9.800000,0.000000,mq,mq,mq,mq,mq,mq,mq,mq,0,0.000000,mq,mq,
22282001,20140101040000,20140101040314,278.650000,280.850000,280.850000,280.150000,86,87,84,180,5.500000,180,6.500000,180,10.200000,0.000000,mq,mq,mq,mq,mq,mq,mq,mq,0,0.000000,mq,mq,
22282001,20140101050000,20140101050319,278.850000,281.250000,281.250000,280.850000,85,87,85,180,6.600000,180,6.700000,180,10.900000,0.000000,mq,mq,mq,mq,mq,mq,mq,mq,0,29000.000000,mq,mq,
22282001,20140101060000,20140101060324,279.250000,281.450000,281.550000,281.250000,86,86,83,160,8.400000,170,8.800000,170,11.800000,0.000000,mq,mq,mq,mq,mq,mq,mq,mq,0,41000.000000,mq,mq,
22282001,20140101070000,20140101070329,279.450000,281.450000,281.550000,281.350000,87,89,84,170,8.100000,170,9.000000,160,13.000000,0.000000,mq,mq,mq,mq,mq,mq,mq,mq,0,6000.000000,mq,mq,
22282001,20140101080000,20140101080333,280.250000,282.150000,282.150000,281.550000,88,89,85,170,10.500000,170,11.000000,180,15.700000,0.000000,mq,mq,mq,mq,mq,mq,mq,mq,0,5000.000000,mq,mq,
22282001,20140101090000,20140101090338,281.050000,282.450000,282.450000,282.150000,91,92,88,170,11.700000,170,11.800000,170,16.600000,0.600000,mq,mq,mq,mq,mq,mq,mq,mq,0,84000.000000,mq,mq,
22282001,20140101100000,20140101100343,281.450000,283.050000,283.050000,282.450000,90,91,89,180,10.600000,170,12.100000,170,17.800000,0.600000,mq,mq,mq,mq,mq,mq,mq,mq,0,129000.000000,mq,mq,
22282001,20140101110000,20140101110348,282.150000,284.050000,284.050000,283.150000,88,91,87,190,10.100000,180,12.700000,170,19.500000,0.000000,mq,mq,mq,mq,mq,mq,mq,mq,3,407000.000000,mq,mq,
22282001,20140101120000,20140101120353,282.050000,284.150000,284.150000,284.050000,87,89,87,190,9.500000,180,11.000000,190,20.500000,0.200000,mq,mq,mq,mq,mq,mq,mq,mq,0,293000.000000,mq,mq,
22282001,20140101130000,20140101130359,282.250000,284.150000,284.250000,284.050000,88,89,87,190,9.100000,190,10.300000,190,18.800000,0.200000,mq,mq,mq,mq,mq,mq,mq,mq,0,404000.000000,mq,mq,
22282001,20140101140000,20140101140304,282.050000,283.750000,284.150000,283.650000,89,90,86,180,14.000000,180,14.400000,190,24.200000,1.400000,mq,mq,mq,mq,mq,mq,mq,mq,0,206000.000000,mq,mq,
22282001,20140101150000,20140101150409,282.450000,283.550000,283.750000,283.550000,93,93,88,210,6.600000,180,14.000000,170,22.200000,2.600000,mq,mq,mq,mq,mq,mq,mq,mq,0,172000.000000,mq,mq,
22282001,20140101160000,20140101160314,282.650000,283.850000,283.850000,283.050000,92,95,92,190,6.200000,170,10.300000,170,16.700000,5.100000,mq,mq,mq,mq,mq,mq,mq,mq,0,64000.000000,mq,mq,
22282001,20140101170000,20140101170319,281.650000,284.050000,284.050000,283.950000,85,93,84,200,5.900000,190,6.900000,180,15.800000,0.000000,mq,mq,mq,mq,mq,mq,mq,mq,0,71000.000000,mq,mq,
