numer_sta,date,date_insert,td,t,tx,tn,u,ux,un,dd,ff,dxy,fxy,dxi,fxi,rr1,t_10,t_20,t_50,t_100,vv,etat_sol,sss,n,insolh,ray_glo01,pres,pmer,
29120001,20140101000000,20140101000354,279.150000,282.950000,283.150000,282.850000,77,81,74,220,7.200000,220,8.300000,220,12.800000,0.000000,282.250000,282.650000,mq,mq,9450,mq,mq,mq,mq,mq,99550,100550,
29120001,20140101010000,20140101010359,278.950000,283.150000,283.150000,282.850000,75,79,75,210,7.800000,210,7.800000,220,12.100000,0.000000,282.250000,282.650000,mq,mq,9200,mq,mq,mq,mq,mq,99480,100480,
29120001,20140101020000,20140101020405,279.150000,282.850000,283.250000,281.950000,78,84,75,210,8.000000,220,9.000000,210,14.000000,0.600000,282.250000,282.550000,mq,mq,10930,mq,mq,mq,mq,mq,99390,100390,
29120001,20140101030000,20140101030309,279.750000,283.250000,283.350000,282.850000,79,81,76,200,7.800000,210,9.800000,200,14.200000,-0.100000,282.250000,282.550000,mq,mq,10410,mq,mq,mq,mq,mq,99280,100270,
29120001,20140101040000,20140101040314,280.750000,283.350000,283.450000,283.250000,84,84,79,190,8.600000,190,9.300000,180,16.100000,-0.100000,282.250000,282.550000,mq,mq,6650,mq,mq,mq,mq,mq,99160,100150,
29120001,20140101050000,20140101050319,281.150000,282.550000,283.250000,282.450000,91,91,82,190,9.300000,200,10.500000,200,16.600000,1.000000,282.250000,282.550000,mq,mq,4410,mq,mq,mq,mq,mq,99000,99990,
29120001,20140101060000,20140101060324,281.550000,282.750000,282.750000,282.350000,92,94,91,180,12.800000,180,12.800000,190,21.400000,2.000000,282.250000,282.550000,mq,mq,4110,mq,mq,mq,mq,mq,98810,99800,
29120001,20140101070000,20140101070329,282.250000,283.050000,283.050000,282.650000,95,95,92,190,10.300000,180,12.800000,190,19.200000,2.400000,282.250000,282.550000,mq,mq,3600,mq,mq,mq,mq,mq,98630,99620,
29120001,20140101080000,20140101080333,282.850000,283.650000,283.650000,283.050000,95,95,95,190,11.500000,190,11.900000,190,20.500000,3.500000,282.350000,282.550000,mq,mq,3120,mq,mq,mq,mq,mq,98440,99420,
29120001,20140101090000,20140101090338,283.350000,284.150000,284.150000,283.650000,95,96,95,200,13.300000,200,13.300000,210,20.200000,2.600000,282.350000,282.550000,mq,mq,1930,mq,mq,mq,mq,mq,98360,99340,
29120001,20140101100000,20140101100343,283.350000,284.450000,284.450000,284.150000,93,95,93,200,13.400000,210,13.700000,190,23.800000,1.800000,282.550000,282.750000,mq,mq,3660,mq,mq,mq,mq,mq,98300,99280,
29120001,20140101110000,20140101110348,283.450000,284.350000,284.450000,284.350000,94,94,93,200,11.900000,210,14.600000,210,24.600000,2.400000,282.650000,282.750000,mq,mq,3150,mq,mq,mq,mq,mq,98220,99200,
29120001,20140101120000,20140101120353,283.150000,284.450000,284.450000,284.250000,92,95,92,210,13.500000,200,13.700000,200,22.100000,3.700000,282.750000,282.750000,mq,mq,3300,mq,mq,mq,mq,mq,98090,99070,
29120001,20140101130000,20140101130359,283.350000,284.150000,284.450000,283.750000,95,95,89,210,8.200000,210,13.500000,210,19.300000,3.200000,282.850000,282.850000,mq,mq,2980,mq,mq,mq,mq,mq,97950,98930,
29120001,20140101140000,20140101140304,283.750000,284.850000,284.950000,284.250000,93,96,93,210,10.200000,210,11.300000,220,18.300000,0.200000,282.950000,282.950000,mq,mq,5570,mq,mq,mq,mq,mq,97870,98840,
29120001,20140101150000,20140101150409,283.850000,284.950000,285.350000,284.750000,93,94,90,210,10.300000,210,11.500000,210,18.900000,-0.100000,283.050000,282.950000,mq,mq,4350,mq,mq,mq,mq,mq,97820,98790,
29120001,20140101160000,20140101160314,283.150000,285.050000,285.150000,284.950000,88,93,87,210,10.200000,210,11.600000,220,19.000000,0.000000,283.150000,282.950000,mq,mq,6490,mq,mq,mq,mq,mq,97820,98790,
29120001,20140101170000,20140101170319,281.150000,282.550000,285.050000,282.450000,91,92,87,220,8.700000,230,14.700000,220,25.300000,4.300000,283.150000,282.950000,mq,mq,10190,mq,mq,mq,mq,mq,97830,98810,
29120001,20140101180000,20140101180325,280.450000,283.350000,283.350000,282.550000,82,91,82,220,9.900000,220,9.900000,200,15.400000,0.000000,283.250000,283.050000,mq,mq,7900,mq,mq,mq,mq,mq,97830,98810,
29120001,20140101190000,20140101190330,279.950000,283.850000,283.950000,283.350000,77,81,76,230,10.500000,230,11.100000,230,17.800000,0.000000,283.150000,283.050000,mq,mq,7610,mq,mq,mq,mq,mq,97890,98870,
29120001,20140101200000,20140101200336,281.250000,283.350000,283.950000,283.150000,87,87,77,210,7.000000,230,10.400000,230,14.300000,1.000000,283.050000,283.150000,mq,mq,4520,mq,mq,mq,mq,mq,97880,98860,
29120001,20140101210000,20140101210341,281.150000,283.550000,283.750000,283.150000,85,87,83,210,9.400000,210,9.900000,210,15.700000,0.200000,283.050000,283.050000,mq,mq,4360,mq,mq,mq,mq,mq,97850,98830,
29120001,20140101220000,20140101220347,281.150000,282.850000,283.550000,282.550000,89,92,85,250,9.000000,210,9.500000,260,14.400000,6.300000,282.950000,283.050000,mq,mq,3250,mq,mq,mq,mq,mq,97910,98890,
29120001,20140101230000,20140101230353,280.950000,282.550000,283.050000,282.550000,90,91,89,270,8.400000,270,10.100000,270,16.300000,0.200000,282.950000,283.050000,mq,mq,11340,mq,mq,mq,mq,mq,98080,99060,
29120001,20140102000000,20140102000357,279.750000,282.350000,282.650000,282.350000,84,90,84,280,8.800000,280,9.500000,280,14.800000,-0.100000,282.850000,283.050000,mq,mq,13970,mq,mq,mq,mq,mq,98290,99280,
29120001,20140102010000,20140102010403,279.150000,282.250000,282.350000,282.050000,81,86,80,270,5.900000,280,8.800000,300,12.800000,-0.100000,282.850000,283.050000,mq,mq,12170,mq,mq,mq,mq,mq,98420,99410,
29120001,20140102020000,20140102020308,279.250000,282.350000,282.350000,282.050000,81,84,78,260,6.300000,270,7.900000,260,11.600000,0.000000,282.650000,282.950000,mq,mq,12100,mq,mq,mq,mq,mq,98540,99530,
29120001,20140102030000,20140102030313,278.250000,282.250000,282.350000,282.150000,76,81,74,260,6.500000,270,7.400000,260,12.300000,0.000000,282.650000,282.850000,mq,mq,14470,mq,mq,mq,mq,mq,98650,99640,
29120001,20140102040000,20140102040417,278.850000,281.750000,282.350000,281.150000,82,85,74,260,8.000000,260,9.200000,260,17.000000,0.400000,282.550000,282.850000,mq,mq,6580,mq,mq,mq,mq,mq,98760,99750,
29120001,20140102050000,20140102050322,278.350000,281.650000,281.750000,281.150000,80,82,77,250,6.200000,270,9.700000,270,13.400000,0.000000,282.450000,282.850000,mq,mq,13960,mq,mq,mq,mq,mq,98830,99820,
29120001,20140102060000,20140102060327,279.350000,282.050000,282.050000,281.650000,83,83,80,240,5.100000,250,6.100000,250,8.400000,0.000000,282.450000,282.750000,mq,mq,12720,mq,mq,mq,mq,mq,98890,99880,
29120001,20140102070000,20140102070332,278.250000,281.150000,282.550000,281.150000,82,86,77,230,9.200000,230,9.400000,230,14.700000,0.400000,282.350000,282.650000,mq,mq,4490,mq,mq,mq,mq,mq,98950,99950,
29120001,20140102080000,20140102080336,279.250000,280.950000,281.150000,280.650000,89,89,79,220,4.100000,230,8.900000,250,8.300000,-0.100000,282.350000,282.650000,mq,mq,11510,mq,mq,mq,mq,mq,98980,99980,
29120001,20140102090000,20140102090340,280.350000,282.750000,282.750000,281.050000,85,89,84,220,5.400000,220,6.200000,230,9.700000,-0.100000,282.250000,282.650000,mq,mq,12390,mq,mq,mq,mq,mq,99060,100050,
29120001,20140102100000,20140102100345,280.350000,283.150000,283.350000,282.750000,83,87,80,220,6.400000,220,6.400000,230,10.800000,-0.100000,282.250000,282.550000,mq,mq,12050,mq,mq,mq,mq,mq,99090,100080,
29120001,20140102110000,20140102110350,281.050000,284.050000,284.050000,283.150000,82,85,80,210,5.300000,220,6.500000,210,10.200000,0.000000,282.250000,282.550000,mq,mq,10960,mq,mq,mq,mq,mq,99090,100080,
29120001,20140102120000,20140102120354,281.250000,284.050000,284.250000,283.750000,83,83,80,210,7.000000,210,7.000000,200,11.200000,0.000000,282.250000,282.550000,mq,mq,10960,mq,mq,mq,mq,mq,99090,100080,
29120001,20140102130000,20140102130300,281.550000,284.550000,284.550000,284.050000,82,82,80,210,7.300000,210,7.300000,210,11.300000,0.000000,282.350000,282.550000,mq,mq,11940,mq,mq,mq,mq,mq,99040,100030,
29120001,20140102140000,20140102140406,281.050000,284.550000,285.250000,284.550000,79,82,78,210,6.600000,210,7.300000,200,11.800000,0.000000,282.450000,282.550000,mq,mq,12390,mq,mq,mq,mq,mq,99000,99990,
29120001,20140102150000,20140102150311,282.050000,284.450000,285.150000,284.450000,85,85,79,200,6.600000,200,6.700000,190,11.000000,0.000000,282.550000,282.550000,mq,mq,10290,mq,mq,mq,mq,mq,98970,99960,
29120001,20140102160000,20140102160315,282.050000,284.150000,284.350000,284.150000,87,87,85,190,7.100000,190,7.100000,190,11.200000,0.000000,282.650000,282.650000,mq,mq,11360,mq,mq,mq,mq,mq,98890,99880,
29120001,20140102170000,20140102170320,282.550000,284.250000,284.250000,284.150000,89,89,87,190,8.000000,190,8.700000,190,14.000000,-0.100000,282.650000,282.650000,mq,mq,7140,mq,mq,mq,mq,mq,98820,99800,
29120001,20140102180000,20140102180324,283.350000,284.150000,284.250000,284.050000,95,95,89,180,9.300000,180,9.300000,160,14.000000,0.800000,282.750000,282.650000,mq,mq,2020,mq,mq,mq,mq,mq,98710,99690,
