numer_sta,date,date_insert,td,t,tx,tn,u,ux,un,dd,ff,dxy,fxy,dxi,fxi,rr1,t_10,t_20,t_50,t_100,vv,etat_sol,sss,n,insolh,ray_glo01,pres,pmer
22168001,20140101000000,20140101000354,279.050000,280.550000,281.150000,280.350000,90,92,81,200,6.700000,220,7.000000,220,13.500000,1.400000,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,99780,100480
22168001,20140101010000,20140101010359,279.050000,280.950000,280.950000,280.450000,88,90,88,200,6.200000,200,6.700000,200,9.800000,0.000000,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,99730,100430
22168001,20140101020000,20140101020405,279.050000,281.250000,281.350000,280.950000,86,88,85,190,5.400000,190,6.200000,200,10.900000,0.000000,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,99680,100380
22168001,20140101030000,20140101030309,279.050000,281.550000,281.550000,281.150000,84,86,84,180,5.400000,190,5.600000,180,9.900000,0.000000,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,99600,100300
22168001,20140101040000,20140101040314,279.050000,281.950000,281.950000,281.450000,82,84,82,170,5.100000,180,5.900000,180,10.100000,0.000000,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,99490,100190
22168001,20140101050000,20140101050319,279.050000,282.550000,282.650000,281.950000,79,83,79,190,6.500000,180,7.100000,190,13.700000,0.000000,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,99340,100040
22168001,20140101060000,20140101060324,279.450000,282.050000,282.650000,282.050000,84,85,79,190,6.400000,190,7.100000,170,14.200000,-0.100000,mq,mq,mq,mq,8000,2,mq,8,mq,mq,99180,99880
22168001,20140101070000,20140101070329,280.250000,281.750000,282.050000,281.750000,90,90,84,180,7.300000,180,7.300000,190,13.500000,1.400000,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,99010,99710
22168001,20140101080000,20140101080333,281.150000,282.750000,282.750000,281.750000,90,91,89,180,8.600000,180,9.000000,170,15.500000,1.000000,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,98770,99460
22168001,20140101090000,20140101090338,282.250000,283.850000,283.850000,282.750000,90,91,90,180,9.700000,180,9.800000,180,19.700000,1.600000,mq,mq,mq,mq,6000,2,mq,8,mq,mq,98590,99280
22168001,20140101100000,20140101100343,282.950000,284.550000,284.550000,283.750000,90,91,90,200,10.800000,200,11.000000,170,19.200000,0.400000,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,98530,99210
22168001,20140101110000,20140101110348,283.250000,284.850000,284.850000,284.550000,90,91,90,200,9.700000,200,10.700000,200,19.900000,0.800000,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,98470,99150
