numer_sta,date,date_insert,td,t,tx,tn,u,ux,un,dd,ff,dxy,fxy,dxi,fxi,rr1,t_10,t_20,t_50,t_100,vv,etat_sol,sss,n,insolh,ray_glo01,pres,pmer,
29151004,20140101000000,20140101000555,279.450000,281.450000,281.450000,280.050000,87,91,87,200,4.500000,200,4.500000,210,9.700000,-0.100000,mq,mq,mq,mq,16180,mq,mq,mq,mq,mq,99420,100510,
29151004,20140101010000,20140101010559,279.250000,281.450000,281.650000,281.350000,86,87,86,190,3.600000,200,5.700000,180,9.600000,0.000000,mq,mq,mq,mq,15350,mq,mq,mq,mq,mq,99360,100450,
29151004,20140101020000,20140101020605,279.450000,281.850000,281.850000,281.450000,85,87,85,190,3.700000,200,4.800000,210,8.500000,0.000000,mq,mq,mq,mq,14720,mq,mq,mq,mq,mq,99290,100370,
29151004,20140101030000,20140101030609,279.150000,281.750000,282.150000,281.750000,84,85,83,180,4.200000,190,5.000000,220,8.700000,0.200000,mq,mq,mq,mq,15950,mq,mq,mq,mq,mq,99220,100300,
29151004,20140101040000,20140101040614,279.250000,282.150000,282.150000,281.750000,82,84,82,180,4.700000,180,5.500000,200,10.200000,0.000000,mq,mq,mq,mq,18480,mq,mq,mq,mq,mq,99070,100150,
29151004,20140101050000,20140101050519,279.850000,282.250000,282.550000,282.150000,85,86,81,190,5.600000,180,6.800000,190,12.600000,0.200000,mq,mq,mq,mq,11100,mq,mq,mq,mq,mq,98940,100020,
29151004,20140101060000,20140101060524,279.750000,281.650000,282.350000,281.650000,88,88,85,180,5.900000,190,6.800000,220,13.600000,0.800000,mq,mq,mq,mq,10460,mq,mq,mq,mq,mq,98750,99830,
29151004,20140101070000,20140101070529,280.550000,282.450000,282.550000,281.650000,88,90,88,180,7.100000,180,7.600000,180,15.000000,1.800000,mq,mq,mq,mq,10290,mq,mq,mq,mq,mq,98580,99650,
29151004,20140101080000,20140101080533,282.050000,283.250000,283.250000,282.350000,92,92,89,180,7.000000,180,8.100000,170,14.800000,2.400000,mq,mq,mq,mq,8720,mq,mq,mq,mq,mq,98400,99470,
29151004,20140101090000,20140101090538,282.750000,283.950000,283.950000,283.250000,92,92,90,180,7.000000,180,8.500000,200,17.400000,3.100000,mq,mq,mq,mq,4150,mq,mq,mq,mq,mq,98250,99310,
29151004,20140101100000,20140101100543,283.250000,284.650000,284.650000,283.950000,91,93,91,200,9.000000,200,9.200000,220,20.800000,2.200000,mq,mq,mq,mq,6650,mq,mq,mq,mq,mq,98190,99250,
29151004,20140101110000,20140101110548,283.250000,284.850000,284.950000,284.650000,90,91,89,210,10.200000,200,10.400000,200,20.600000,1.200000,mq,mq,mq,mq,7730,mq,mq,mq,mq,mq,98130,99190,
29151004,20140101120000,20140101120554,283.350000,284.950000,284.950000,284.750000,90,91,90,200,8.700000,210,10.300000,200,20.300000,2.800000,mq,mq,mq,mq,9020,mq,mq,mq,mq,mq,97960,99020,
29151004,20140101130000,20140101130559,282.650000,284.250000,284.950000,284.250000,90,92,90,200,6.200000,210,9.100000,200,20.200000,3.900000,mq,mq,mq,mq,15530,mq,mq,mq,mq,mq,97840,98900,
29151004,20140101140000,20140101141205,283.950000,285.050000,285.050000,284.050000,93,94,89,210,8.300000,210,8.300000,180,13.900000,0.800000,mq,mq,mq,mq,11790,mq,mq,mq,mq,mq,97730,98780,
29151004,20140101150000,20140101150509,283.550000,285.850000,285.850000,285.050000,86,93,86,210,11.100000,210,11.300000,200,20.500000,0.800000,mq,mq,mq,mq,19390,mq,mq,mq,mq,mq,97670,98720,
29151004,20140101160000,20140101160614,283.250000,285.050000,285.750000,285.050000,89,91,86,210,10.100000,210,11.000000,210,18.700000,0.200000,mq,mq,mq,mq,10230,mq,mq,mq,mq,mq,97690,98740,
29151004,20140101170000,20140101170519,282.950000,284.350000,285.250000,284.350000,91,91,87,220,8.600000,210,9.900000,230,16.300000,3.400000,mq,mq,mq,mq,3510,mq,mq,mq,mq,mq,97690,98750,
29151004,20140101180000,20140101180524,281.250000,282.950000,284.350000,282.950000,89,92,88,210,7.700000,230,9.700000,240,15.000000,0.600000,mq,mq,mq,mq,20000,mq,mq,mq,mq,mq,97640,98700,
29151004,20140101190000,20140101190530,280.450000,283.250000,283.250000,282.950000,83,90,83,220,8.700000,220,8.700000,210,15.400000,0.000000,mq,mq,mq,mq,13890,mq,mq,mq,mq,mq,97700,98760,
29151004,20140101200000,20140101200536,280.850000,283.250000,283.250000,282.950000,85,85,82,220,7.600000,220,9.400000,230,14.300000,-0.100000,mq,mq,mq,mq,10680,mq,mq,mq,mq,mq,97750,98810,
29151004,20140101210000,20140101210541,280.850000,282.750000,283.250000,282.750000,88,89,85,220,6.800000,220,7.500000,200,16.200000,0.400000,mq,mq,mq,mq,5800,mq,mq,mq,mq,mq,97710,98770,
29151004,20140101220000,20140101220548,280.350000,281.950000,283.250000,281.950000,90,90,86,230,7.200000,230,8.200000,240,13.900000,4.100000,mq,mq,mq,mq,4910,mq,mq,mq,mq,mq,97750,98820,
29151004,20140101230000,20140101230553,281.350000,282.550000,282.550000,281.850000,92,93,91,230,6.500000,230,6.600000,240,11.000000,0.200000,mq,mq,mq,mq,7310,mq,mq,mq,mq,mq,97830,98890,
29151004,20140102000000,20140102000557,281.050000,282.250000,282.650000,282.250000,92,92,91,260,7.200000,250,8.300000,240,13.400000,0.200000,mq,mq,mq,mq,17840,mq,mq,mq,mq,mq,98030,99100,
29151004,20140102010000,20140102010603,280.150000,281.650000,282.350000,281.650000,90,92,90,260,7.000000,260,8.300000,260,12.300000,-0.100000,mq,mq,mq,mq,19930,mq,mq,mq,mq,mq,98190,99260,
29151004,20140102020000,20140102020608,278.850000,280.750000,281.650000,280.750000,88,90,87,250,5.100000,250,7.200000,260,10.600000,0.000000,mq,mq,mq,mq,20000,mq,mq,mq,mq,mq,98320,99400,
29151004,20140102030000,20140102030513,279.250000,280.750000,281.150000,280.650000,90,90,86,230,4.700000,250,8.700000,260,13.200000,-0.100000,mq,mq,mq,mq,20000,mq,mq,mq,mq,mq,98440,99520,
29151004,20140102040000,20140102040617,277.850000,280.550000,280.950000,280.550000,83,90,83,240,5.900000,240,6.800000,240,11.200000,-0.100000,mq,mq,mq,mq,20000,mq,mq,mq,mq,mq,98540,99620,
29151004,20140102050000,20140102050522,278.350000,280.550000,280.750000,280.450000,86,88,82,230,5.400000,240,5.900000,240,8.800000,0.000000,mq,mq,mq,mq,20000,mq,mq,mq,mq,mq,98630,99710,
29151004,20140102060000,20140102060527,277.950000,280.150000,280.550000,280.150000,86,86,84,220,4.200000,230,5.500000,230,8.700000,0.000000,mq,mq,mq,mq,20000,mq,mq,mq,mq,mq,98710,99790,
29151004,20140102070000,20140102070532,278.550000,280.250000,280.250000,280.150000,89,89,86,220,4.400000,220,4.600000,220,7.500000,0.000000,mq,mq,mq,mq,20000,mq,mq,mq,mq,mq,98790,99870,
29151004,20140102080000,20140102080536,278.650000,280.350000,280.450000,280.250000,89,90,89,200,4.000000,220,4.900000,210,7.300000,0.000000,mq,mq,mq,mq,20000,mq,mq,mq,mq,mq,98860,99940,
29151004,20140102090000,20140102090541,279.050000,280.950000,281.050000,280.350000,88,90,88,200,3.200000,220,5.400000,230,8.400000,0.200000,mq,mq,mq,mq,20000,mq,mq,mq,mq,mq,98920,100000,
29151004,20140102100000,20140102100545,279.850000,282.050000,282.250000,280.950000,86,88,85,200,4.800000,210,5.100000,200,7.800000,0.000000,mq,mq,mq,mq,17950,mq,mq,mq,mq,mq,98960,100040,
29151004,20140102110000,20140102110650,280.650000,283.450000,283.750000,281.950000,83,87,82,200,4.200000,200,4.700000,210,8.500000,0.000000,mq,mq,mq,mq,19560,mq,mq,mq,mq,mq,98940,100010,
29151004,20140102120000,20140102120554,281.150000,284.250000,284.250000,283.350000,81,84,80,210,6.400000,210,6.500000,210,10.800000,0.000000,mq,mq,mq,mq,20000,mq,mq,mq,mq,mq,98960,100030,
29151004,20140102130000,20140102130600,281.250000,284.550000,284.950000,284.250000,80,81,77,210,6.400000,220,7.900000,200,12.700000,0.000000,mq,mq,mq,mq,19800,mq,mq,mq,mq,mq,98930,100000,
29151004,20140102140000,20140102140605,280.950000,284.650000,284.850000,284.350000,78,80,77,210,5.900000,210,7.000000,200,11.900000,0.000000,mq,mq,mq,mq,20000,mq,mq,mq,mq,mq,98860,99930,
29151004,20140102150000,20140102150611,281.050000,284.550000,285.150000,284.450000,79,79,73,210,6.900000,210,7.400000,210,13.200000,0.000000,mq,mq,mq,mq,20000,mq,mq,mq,mq,mq,98860,99930,
29151004,20140102160000,20140102160515,280.950000,284.250000,284.550000,284.050000,80,82,79,200,4.900000,210,6.700000,220,10.000000,0.000000,mq,mq,mq,mq,20000,mq,mq,mq,mq,mq,98820,99890,
29151004,20140102170000,20140102170520,281.250000,284.050000,284.250000,284.050000,83,83,79,180,4.900000,190,5.300000,170,12.000000,0.000000,mq,mq,mq,mq,19990,mq,mq,mq,mq,mq,98720,99790,
29151004,20140102180000,20140102180525,281.450000,284.050000,284.150000,283.950000,84,85,83,180,6.200000,190,6.300000,200,11.500000,-0.100000,mq,mq,mq,mq,15990,mq,mq,mq,mq,mq,98630,99700,
29151004,20140102190000,20140102190533,282.850000,284.050000,284.150000,283.850000,92,92,84,170,6.400000,170,6.700000,170,14.900000,-0.100000,mq,mq,mq,mq,9350,mq,mq,mq,mq,mq,98520,99590,
29151004,20140102200000,20140102200538,283.050000,284.350000,284.550000,284.050000,92,92,91,180,6.500000,170,7.600000,170,13.800000,0.200000,mq,mq,mq,mq,6730,mq,mq,mq,mq,mq,98440,99500,
29151004,20140102210000,20140102210543,283.150000,284.550000,284.650000,284.450000,91,92,91,190,8.300000,190,8.400000,200,16.100000,0.600000,mq,mq,mq,mq,5200,mq,mq,mq,mq,mq,98420,99480,
29151004,20140102220000,20140102220547,283.450000,284.550000,284.550000,284.450000,93,93,90,210,7.500000,190,8.400000,220,17.500000,0.200000,mq,mq,mq,mq,4110,mq,mq,mq,mq,mq,98460,99520,
29151004,20140102230000,20140102230552,283.050000,284.850000,285.050000,284.650000,89,95,89,230,8.300000,230,8.300000,210,14.900000,0.600000,mq,mq,mq,mq,10250,mq,mq,mq,mq,mq,98530,99590,
29151004,20140103000000,20140103000557,282.950000,284.550000,284.750000,284.450000,90,90,88,220,6.600000,230,8.200000,220,11.600000,-0.100000,mq,mq,mq,mq,5490,mq,mq,mq,mq,mq,98570,99630,
29151004,20140103010000,20140103010602,282.650000,284.050000,284.650000,283.250000,91,91,83,230,6.000000,240,10.600000,250,16.300000,2.000000,mq,mq,mq,mq,8490,mq,mq,mq,mq,mq,98590,99660,
29151004,20140103020000,20140103020607,281.050000,283.450000,284.250000,283.450000,85,90,85,210,5.600000,220,7.500000,210,11.900000,0.000000,mq,mq,mq,mq,8660,mq,mq,mq,mq,mq,98630,99700,
29151004,20140103030000,20140103030511,281.750000,284.050000,284.050000,283.350000,86,87,85,210,8.000000,210,8.000000,210,12.900000,0.000000,mq,mq,mq,mq,7000,mq,mq,mq,mq,mq,98580,99650,
29151004,20140103040000,20140103040516,281.050000,284.550000,284.750000,284.050000,79,86,78,230,11.400000,210,12.600000,240,21.500000,0.200000,mq,mq,mq,mq,12410,mq,mq,mq,mq,mq,98570,99630,
29151004,20140103050000,20140103050521,280.350000,282.450000,284.650000,282.450000,87,88,79,220,10.500000,240,12.100000,210,19.900000,1.400000,mq,mq,mq,mq,13880,mq,mq,mq,mq,mq,98640,99710,
29151004,20140103060000,20140103060526,280.550000,282.650000,282.650000,281.950000,87,89,86,230,7.600000,220,10.100000,230,16.200000,-0.100000,mq,mq,mq,mq,15080,mq,mq,mq,mq,mq,98670,99740,
