numer_sta,date,date_insert,td,t,tx,tn,u,ux,un,dd,ff,dxy,fxy,dxi,fxi,rr1,t_10,t_20,t_50,t_100,vv,etat_sol,sss,n,insolh,ray_glo01,pres,pmer,
22092001,20140101000000,20140101000754,277.250000,279.050000,279.250000,278.750000,88,96,88,220,8.000000,220,8.100000,250,15.700000,1.000000,mq,mq,281.150000,mq,mq,mq,mq,mq,0,0.000000,mq,mq,
22092001,20140101010000,20140101010759,278.350000,279.050000,279.050000,278.750000,95,95,88,190,6.000000,210,7.600000,210,10.300000,0.000000,mq,mq,281.150000,mq,mq,mq,mq,mq,0,0.000000,mq,mq,
22092001,20140101020000,20140101020805,278.950000,279.550000,279.550000,279.150000,96,96,93,200,5.700000,190,6.300000,200,10.200000,0.000000,mq,mq,281.150000,mq,mq,mq,mq,mq,0,0.000000,mq,mq,
22092001,20140101030000,20140101030809,278.950000,279.850000,279.850000,279.550000,94,96,93,190,7.000000,190,7.000000,180,11.200000,0.000000,mq,mq,281.150000,mq,mq,mq,mq,mq,0,0.000000,mq,mq,
22092001,20140101040000,20140101040814,278.850000,280.050000,280.150000,279.850000,92,95,91,190,7.000000,190,7.300000,190,11.800000,0.000000,mq,mq,281.150000,mq,mq,mq,mq,mq,0,0.000000,mq,mq,
22092001,20140101050000,20140101050819,279.150000,280.350000,280.350000,280.050000,92,94,91,180,8.500000,190,8.900000,180,13.600000,0.000000,mq,mq,281.150000,mq,mq,mq,mq,mq,0,0.000000,mq,mq,
22092001,20140101060000,20140101060724,279.350000,280.550000,280.950000,280.350000,92,94,91,200,8.300000,190,10.700000,180,17.100000,0.200000,mq,mq,281.150000,mq,mq,mq,mq,mq,0,0.000000,mq,mq,
22092001,20140101070000,20140101070829,279.650000,280.750000,280.750000,280.450000,93,96,91,190,10.900000,190,10.900000,190,16.700000,1.600000,mq,mq,281.150000,mq,mq,mq,mq,mq,0,0.000000,mq,mq,
22092001,20140101080000,20140101080733,280.650000,281.550000,281.550000,280.750000,94,97,94,190,9.600000,190,11.800000,180,19.800000,1.600000,mq,mq,281.150000,mq,mq,mq,mq,mq,0,0.000000,mq,mq,
22092001,20140101090000,20140101090738,281.650000,282.150000,282.150000,281.550000,97,97,95,190,10.200000,190,11.500000,190,18.100000,1.800000,mq,mq,281.150000,mq,mq,mq,mq,mq,0,0.000000,mq,mq,
22092001,20140101100000,20140101100743,282.150000,282.750000,282.750000,282.150000,96,97,94,190,11.300000,190,12.300000,200,21.200000,1.900000,mq,mq,281.150000,mq,mq,mq,mq,mq,0,29000.000000,mq,mq,
22092001,20140101110000,20140101110749,282.150000,283.050000,283.050000,282.650000,94,96,94,200,11.900000,200,12.300000,190,19.400000,2.200000,mq,mq,281.150000,mq,mq,mq,mq,mq,0,74000.000000,mq,mq,
22092001,20140101120000,20140101120754,282.250000,283.050000,283.050000,282.950000,95,96,94,200,11.000000,200,12.000000,210,21.800000,1.200000,mq,mq,281.150000,mq,mq,mq,mq,mq,0,118000.000000,mq,mq,
22092001,20140101130000,20140101130659,281.950000,282.750000,283.050000,282.750000,95,96,94,190,13.100000,190,13.200000,190,22.300000,3.400000,mq,mq,281.150000,mq,mq,mq,mq,mq,0,79000.000000,mq,mq,
22092001,20140101140000,20140101140805,282.350000,282.950000,282.950000,282.650000,96,97,94,200,10.600000,190,14.000000,170,23.500000,2.400000,mq,mq,281.050000,mq,mq,mq,mq,mq,0,82000.000000,mq,mq,
22092001,20140101150000,20140101150810,281.650000,282.550000,283.050000,282.550000,94,96,91,200,8.000000,200,10.900000,210,19.400000,2.500000,mq,mq,281.050000,mq,mq,mq,mq,mq,0,23000.000000,mq,mq,
22092001,20140101160000,20140101160814,282.250000,283.150000,283.150000,282.450000,94,97,92,210,9.600000,210,9.700000,200,15.200000,0.200000,mq,mq,281.050000,mq,mq,mq,mq,mq,1,106000.000000,mq,mq,
22092001,20140101170000,20140101170819,282.250000,283.150000,283.350000,283.050000,94,96,93,210,8.000000,210,10.500000,230,19.900000,0.400000,mq,mq,281.050000,mq,mq,mq,mq,mq,0,1000.000000,mq,mq,
