numer_sta,date,date_insert,td,t,tx,tn,u,ux,un,dd,ff,dxy,fxy,dxi,fxi,rr1,t_10,t_20,t_50,t_100,vv,etat_sol,sss,n,insolh,ray_glo01,pres,pmer
35228001,20140101000000,20140101000354,277.650000,279.950000,280.150000,279.750000,85,86,84,190,6.200000,190,7.800000,200,11.300000,0.000000,281.050000,281.450000,282.050000,mq,35000,2,0.000000,mq,0,0.000000,100050,100760
35228001,20140101010000,20140101010359,277.850000,279.650000,280.050000,279.550000,88,89,85,180,5.600000,190,6.200000,180,8.400000,0.000000,280.950000,281.350000,282.050000,mq,18000,2,0.000000,8,0,0.000000,100010,100720
35228001,20140101020000,20140101020405,277.850000,279.650000,279.850000,279.450000,88,89,87,190,6.300000,190,6.300000,190,9.300000,0.000000,280.950000,281.350000,282.050000,mq,19000,2,0.000000,mq,0,0.000000,99960,100670
35228001,20140101030000,20140101030309,277.850000,280.250000,280.250000,279.550000,85,88,85,180,5.800000,190,6.400000,180,8.400000,0.000000,280.850000,281.250000,282.050000,mq,35000,2,0.000000,8,0,0.000000,99910,100620
35228001,20140101040000,20140101040314,278.350000,280.750000,280.750000,280.250000,85,87,85,180,8.200000,180,8.500000,180,11.600000,0.000000,280.750000,281.150000,282.050000,mq,19000,2,0.000000,7,0,0.000000,99810,100510
35228001,20140101050000,20140101050319,278.950000,281.450000,281.450000,280.750000,84,85,84,180,8.600000,180,8.600000,190,12.800000,0.000000,280.750000,281.150000,281.950000,mq,35000,2,0.000000,8,0,0.000000,99710,100410
35228001,20140101060000,20140101060324,279.250000,281.250000,281.750000,281.150000,87,87,82,160,7.400000,180,8.900000,190,12.500000,0.000000,280.750000,281.150000,282.050000,mq,19000,mq,0.000000,8,0,0.000000,99580,100280
35228001,20140101070000,20140101070329,279.750000,281.750000,281.750000,281.250000,87,87,86,170,8.800000,170,9.200000,170,14.800000,0.000000,280.750000,281.150000,281.950000,mq,40000,2,0.000000,8,0,0.000000,99430,100130
35228001,20140101080000,20140101080333,280.150000,281.850000,281.850000,281.750000,89,89,86,170,9.300000,170,9.700000,170,14.700000,-0.100000,280.750000,281.050000,281.950000,mq,16000,2,0.000000,8,0,0.000000,99270,99970
35228001,20140101090000,20140101090338,280.650000,282.050000,282.050000,281.750000,91,91,89,180,9.400000,170,10.500000,190,17.900000,0.600000,280.750000,281.050000,281.950000,mq,8000,2,0.000000,8,0,0.000000,99180,99880
35228001,20140101100000,20140101100343,281.450000,283.150000,283.250000,282.050000,89,91,89,180,11.900000,180,12.300000,180,18.400000,0.200000,280.750000,281.050000,281.950000,mq,10000,2,0.000000,8,0,109000.000000,99070,99760
35228001,20140101110000,20140101110348,282.050000,284.150000,284.150000,283.250000,87,89,87,190,13.300000,190,14.700000,190,21.000000,0.200000,280.850000,281.050000,281.950000,mq,19000,2,0.000000,8,0,263000.000000,98960,99650
35228001,20140101120000,20140101120353,282.150000,284.250000,284.250000,284.150000,87,89,87,190,13.700000,190,14.800000,200,21.200000,0.400000,280.850000,281.150000,281.950000,mq,16000,2,0.000000,8,0,304000.000000,98820,99510
35228001,20140101130000,20140101130359,281.950000,284.050000,284.250000,284.050000,87,88,86,190,14.100000,190,14.800000,190,23.600000,0.200000,280.950000,281.150000,281.950000,mq,16000,2,0.000000,8,0,241000.000000,98690,99380
35228001,20140101140000,20140101140304,281.950000,283.850000,284.150000,283.850000,88,88,86,180,14.600000,180,14.900000,180,23.000000,1.200000,281.150000,281.250000,281.950000,mq,12000,2,0.000000,8,0,128000.000000,98510,99200
35228001,20140101150000,20140101150409,282.250000,283.850000,283.950000,283.850000,90,90,87,190,12.000000,180,15.400000,180,23.700000,2.000000,281.150000,281.250000,281.950000,mq,4000,2,0.000000,8,0,85000.000000,98450,99140
35228001,20140101160000,20140101160314,282.850000,284.050000,284.150000,283.550000,92,93,90,190,10.500000,190,12.400000,180,19.000000,8.400000,281.350000,281.350000,281.950000,mq,8000,2,0.000000,8,0,0.000000,98400,99080
35228001,20140101170000,20140101170319,281.450000,284.450000,284.450000,284.050000,82,91,82,200,10.800000,190,11.000000,200,17.700000,-0.100000,281.450000,281.450000,281.950000,mq,55000,2,0.000000,8,0,0.000000,98340,99020
35228001,20140101180000,20140101180325,282.550000,284.150000,284.450000,283.950000,90,91,83,190,9.800000,200,11.000000,200,16.000000,0.400000,281.550000,281.450000,281.950000,mq,11000,2,0.000000,8,0,0.000000,98270,98950
35228001,20140101190000,20140101190330,282.150000,284.950000,285.150000,284.150000,83,90,82,200,11.500000,200,11.700000,220,19.800000,-0.100000,281.550000,281.550000,281.950000,mq,12000,2,0.000000,8,0,0.000000,98240,98920
35228001,20140101200000,20140101200336,281.850000,283.950000,284.950000,283.950000,87,87,80,200,7.000000,210,12.300000,210,19.400000,0.200000,281.650000,281.650000,281.950000,mq,50000,mq,0.000000,8,0,0.000000,98300,98980
35228001,20140101210000,20140101210341,279.850000,283.350000,284.050000,283.350000,79,87,79,220,8.400000,230,10.500000,210,15.700000,0.000000,281.650000,281.650000,281.950000,mq,19000,2,0.000000,mq,0,0.000000,98350,99040
35228001,20140101220000,20140101220347,280.450000,282.850000,283.250000,282.850000,85,85,79,200,7.300000,220,9.000000,220,12.400000,0.000000,281.750000,281.750000,281.950000,mq,12000,mq,0.000000,8,0,0.000000,98350,99040
35228001,20140101230000,20140101230353,280.150000,282.850000,282.950000,282.550000,83,85,80,200,7.900000,200,8.500000,210,14.600000,0.000000,281.750000,281.750000,281.950000,mq,12000,mq,0.000000,8,0,0.000000,98320,99010
35228001,20140102000000,20140102000357,281.050000,283.450000,283.450000,282.950000,85,85,83,190,8.600000,190,8.600000,180,12.600000,-0.100000,281.650000,281.750000,281.950000,mq,9000,2,0.000000,8,0,0.000000,98270,98960
35228001,20140102010000,20140102010403,280.450000,283.250000,283.450000,283.150000,83,87,83,250,7.000000,230,9.100000,230,13.500000,0.200000,281.650000,281.750000,281.950000,mq,45000,2,0.000000,8,0,0.000000,98430,99120
35228001,20140102020000,20140102020308,280.050000,282.750000,283.250000,282.750000,83,83,81,260,6.900000,250,8.300000,250,13.200000,-0.100000,281.650000,281.750000,281.950000,mq,14000,2,0.000000,8,0,0.000000,98630,99320
35228001,20140102030000,20140102030313,279.050000,281.950000,282.750000,281.950000,82,84,82,250,5.400000,250,7.400000,250,13.600000,-0.100000,281.750000,281.750000,281.950000,mq,55000,2,0.000000,mq,0,0.000000,98810,99500
35228001,20140102040000,20140102040417,278.150000,281.250000,281.850000,281.250000,81,83,81,230,4.700000,240,5.500000,240,8.300000,0.000000,281.650000,281.750000,282.050000,mq,55000,2,0.000000,mq,0,0.000000,98940,99640
35228001,20140102050000,20140102050322,278.450000,280.850000,281.250000,280.650000,85,85,80,220,5.700000,230,6.300000,230,9.000000,0.000000,281.650000,281.750000,282.050000,mq,50000,2,0.000000,mq,0,0.000000,99060,99760
35228001,20140102060000,20140102060327,277.950000,280.450000,280.850000,280.250000,84,85,84,220,5.900000,220,5.900000,220,8.500000,0.000000,281.550000,281.750000,282.050000,mq,45000,2,0.000000,mq,0,0.000000,99160,99860
35228001,20140102070000,20140102070332,277.150000,280.350000,280.650000,280.350000,80,84,80,230,5.900000,220,6.800000,220,9.700000,0.000000,281.550000,281.750000,282.050000,mq,60000,mq,0.000000,mq,0,0.000000,99240,99940
35228001,20140102080000,20140102080336,277.250000,279.550000,280.350000,279.550000,85,85,80,220,4.900000,230,5.900000,230,7.800000,0.000000,281.450000,281.750000,282.050000,mq,50000,mq,0.000000,mq,0,0.000000,99360,100060
35228001,20140102090000,20140102090340,277.550000,280.650000,280.650000,279.450000,81,86,81,210,4.700000,220,5.900000,220,8.300000,0.000000,281.450000,281.650000,282.050000,mq,40000,2,0.000000,mq,31,108000.000000,99430,100130
35228001,20140102100000,20140102100345,277.850000,280.750000,281.250000,280.650000,82,82,79,200,4.500000,210,5.300000,220,7.500000,0.000000,281.350000,281.650000,282.050000,mq,50000,1,0.000000,mq,29,311000.000000,99510,100210
35228001,20140102110000,20140102110350,279.350000,283.150000,283.150000,280.750000,77,83,76,200,6.300000,200,6.700000,200,9.000000,0.000000,281.250000,281.650000,282.050000,mq,55000,0,0.000000,mq,50,755000.000000,99540,100240
