numer_sta,date,date_insert,td,t,tx,tn,u,ux,un,dd,ff,dxy,fxy,dxi,fxi,rr1,t_10,t_20,t_50,t_100,vv,etat_sol,sss,n,insolh,ray_glo01,pres,pmer,
22247002,20140101000000,20140101000754,mq,280.250000,281.150000,279.550000,mq,mq,mq,190,3.900000,250,7.500000,250,12.200000,1.400000,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,
22247002,20140101010000,20140101010759,mq,280.750000,280.850000,280.350000,mq,mq,mq,200,5.600000,200,6.200000,210,10.500000,0.000000,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,
22247002,20140101020000,20140101020805,mq,280.950000,280.950000,280.550000,mq,mq,mq,190,4.600000,200,5.900000,190,9.500000,0.200000,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,
22247002,20140101030000,20140101030809,mq,281.450000,281.550000,280.950000,mq,mq,mq,180,5.200000,190,5.300000,190,9.300000,0.000000,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,
22247002,20140101040000,20140101040814,mq,282.050000,282.050000,281.350000,mq,mq,mq,190,6.000000,190,6.300000,180,12.900000,0.000000,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,
22247002,20140101050000,20140101050819,mq,282.250000,282.250000,281.950000,mq,mq,mq,180,5.500000,190,6.500000,190,11.300000,0.000000,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,
22247002,20140101060000,20140101060724,mq,282.050000,282.250000,281.750000,mq,mq,mq,190,6.200000,180,6.300000,170,12.900000,0.400000,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,
22247002,20140101070000,20140101070829,mq,281.950000,282.150000,281.850000,mq,mq,mq,180,6.800000,190,7.800000,200,15.700000,0.000000,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,
22247002,20140101080000,20140101080733,mq,282.850000,282.850000,281.850000,mq,mq,mq,190,7.600000,190,7.800000,180,13.900000,0.800000,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,
22247002,20140101090000,20140101090738,mq,283.650000,283.650000,282.850000,mq,mq,mq,190,8.100000,190,8.300000,180,17.300000,1.400000,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,
22247002,20140101100000,20140101100743,mq,284.250000,284.450000,283.750000,mq,mq,mq,200,8.800000,190,10.100000,210,18.400000,1.000000,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,
22247002,20140101110000,20140101110749,mq,284.650000,284.650000,283.950000,mq,mq,mq,200,9.700000,200,11.300000,210,19.600000,2.600000,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,
22247002,20140101120000,20140101120754,mq,284.850000,285.150000,284.250000,mq,mq,mq,200,9.900000,210,13.300000,220,21.800000,0.500000,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,
22247002,20140101130000,20140101130759,mq,284.450000,284.950000,284.450000,mq,mq,mq,200,8.900000,200,10.100000,180,20.200000,3.400000,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,
22247002,20140101140000,20140101140805,mq,284.550000,284.550000,284.250000,mq,mq,mq,210,9.000000,220,9.900000,230,15.200000,4.000000,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,
22247002,20140101150000,20140101150809,mq,285.050000,285.050000,284.550000,mq,mq,mq,210,9.500000,210,9.500000,220,14.400000,0.000000,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,
22247002,20140101160000,20140101160714,mq,284.750000,285.050000,284.650000,mq,mq,mq,210,8.500000,210,9.500000,210,15.900000,0.400000,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,
22247002,20140101170000,20140101170819,mq,284.850000,285.050000,284.750000,mq,mq,mq,220,8.400000,210,9.900000,200,15.500000,0.000000,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,
22247002,20140101180000,20140101180725,mq,283.650000,284.950000,283.650000,mq,mq,mq,210,7.600000,220,12.400000,230,22.900000,1.000000,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,
22247002,20140101190000,20140101190831,mq,283.050000,283.650000,282.950000,mq,mq,mq,220,9.500000,220,9.700000,230,15.400000,0.000000,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,
22247002,20140101200000,20140101200735,mq,282.850000,283.150000,282.850000,mq,mq,mq,220,9.200000,220,9.400000,220,14.100000,0.000000,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,
22247002,20140101210000,20140101210741,mq,282.650000,282.950000,282.650000,mq,mq,mq,220,8.200000,220,9.400000,230,14.400000,0.000000,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,
