numer_sta,date,date_insert,td,t,tx,tn,u,ux,un,dd,ff,dxy,fxy,dxi,fxi,rr1,t_10,t_20,t_50,t_100,vv,etat_sol,sss,n,insolh,ray_glo01,pres,pmer,
22016001,20140101000000,20140101001355,mq,280.150000,281.350000,280.150000,mq,mq,mq,200,4.900000,220,8.600000,230,12.900000,0.600000,mq,mq,mq,mq,mq,mq,mq,mq,0,0.000000,mq,mq,
22016001,20140101010000,20140101010759,mq,280.150000,280.250000,279.650000,mq,mq,mq,190,5.400000,190,5.400000,170,9.300000,0.000000,mq,mq,mq,mq,mq,mq,mq,mq,0,0.000000,mq,mq,
22016001,20140101020000,20140101020805,mq,280.950000,280.950000,280.150000,mq,mq,mq,170,6.800000,180,6.900000,170,10.900000,0.000000,mq,mq,mq,mq,mq,mq,mq,mq,0,0.000000,mq,mq,
22016001,20140101030000,20140101030809,mq,281.450000,281.450000,280.950000,mq,mq,mq,180,7.800000,170,7.900000,180,12.600000,0.000000,mq,mq,mq,mq,mq,mq,mq,mq,0,0.000000,mq,mq,
22016001,20140101040000,20140101040814,mq,282.050000,282.050000,281.450000,mq,mq,mq,170,8.200000,170,8.300000,170,13.600000,0.000000,mq,mq,mq,mq,mq,mq,mq,mq,0,0.000000,mq,mq,
22016001,20140101050000,20140101050819,mq,282.350000,282.350000,282.050000,mq,mq,mq,170,7.900000,170,8.900000,180,14.600000,0.000000,mq,mq,mq,mq,mq,mq,mq,mq,0,0.000000,mq,mq,
22016001,20140101060000,20140101060724,mq,281.950000,282.350000,281.950000,mq,mq,mq,160,7.900000,160,7.900000,180,13.100000,0.200000,mq,mq,mq,mq,mq,mq,mq,mq,0,0.000000,mq,mq,
22016001,20140101070000,20140101070829,mq,282.150000,282.150000,281.850000,mq,mq,mq,170,8.000000,170,8.100000,180,13.000000,0.000000,mq,mq,mq,mq,mq,mq,mq,mq,0,0.000000,mq,mq,
22016001,20140101080000,20140101081434,mq,282.350000,282.350000,282.050000,mq,mq,mq,160,8.600000,160,9.100000,150,16.700000,0.400000,mq,mq,mq,mq,mq,mq,mq,mq,0,0.000000,mq,mq,
22016001,20140101090000,20140101090738,mq,283.150000,283.150000,282.350000,mq,mq,mq,170,10.900000,170,11.200000,180,18.200000,0.600000,mq,mq,mq,mq,mq,mq,mq,mq,0,0.000000,mq,mq,
22016001,20140101100000,20140101100743,mq,283.950000,283.950000,283.250000,mq,mq,mq,170,11.400000,170,12.500000,170,21.000000,0.600000,mq,mq,mq,mq,mq,mq,mq,mq,0,93000.000000,mq,mq,
22016001,20140101110000,20140101110749,mq,284.350000,284.350000,283.950000,mq,mq,mq,190,11.500000,190,11.900000,200,21.400000,1.200000,mq,mq,mq,mq,mq,mq,mq,mq,0,139000.000000,mq,mq,
22016001,20140101120000,20140101120754,mq,284.750000,284.750000,284.350000,mq,mq,mq,190,10.800000,190,11.500000,180,19.900000,0.400000,mq,mq,mq,mq,mq,mq,mq,mq,0,231000.000000,mq,mq,
22016001,20140101130000,20140101130659,mq,284.350000,284.750000,284.350000,mq,mq,mq,180,11.600000,180,11.800000,190,20.000000,1.800000,mq,mq,mq,mq,mq,mq,mq,mq,0,181000.000000,mq,mq,
22016001,20140101140000,20140101140805,mq,284.050000,284.350000,284.050000,mq,mq,mq,210,7.500000,180,11.700000,180,17.300000,2.500000,mq,mq,mq,mq,mq,mq,mq,mq,0,76000.000000,mq,mq,
22016001,20140101150000,20140101150810,mq,284.450000,284.450000,284.050000,mq,mq,mq,190,8.900000,190,10.500000,190,16.400000,0.600000,mq,mq,mq,mq,mq,mq,mq,mq,0,99000.000000,mq,mq,
22016001,20140101160000,20140101160814,mq,284.650000,284.950000,284.450000,mq,mq,mq,190,9.100000,190,10.900000,190,17.900000,0.000000,mq,mq,mq,mq,mq,mq,mq,mq,7,136000.000000,mq,mq,
22016001,20140101170000,20140101170819,mq,284.750000,284.750000,284.450000,mq,mq,mq,200,8.600000,190,9.900000,200,18.200000,0.000000,mq,mq,mq,mq,mq,mq,mq,mq,0,0.000000,mq,mq,
22016001,20140101180000,20140101180825,mq,284.150000,284.950000,284.150000,mq,mq,mq,210,8.800000,200,9.600000,190,17.800000,1.600000,mq,mq,mq,mq,mq,mq,mq,mq,0,0.000000,mq,mq,
22016001,20140101190000,20140101190831,mq,282.750000,284.150000,282.750000,mq,mq,mq,200,7.900000,200,9.500000,200,16.300000,0.000000,mq,mq,mq,mq,mq,mq,mq,mq,0,0.000000,mq,mq,
22016001,20140101200000,20140101200735,mq,282.950000,282.950000,282.750000,mq,mq,mq,210,9.200000,210,9.200000,200,16.000000,0.000000,mq,mq,mq,mq,mq,mq,mq,mq,0,0.000000,mq,mq,
22016001,20140101210000,20140101210741,mq,282.950000,283.050000,282.950000,mq,mq,mq,210,7.500000,210,9.400000,210,14.400000,0.000000,mq,mq,mq,mq,mq,mq,mq,mq,0,0.000000,mq,mq,
22016001,20140101220000,20140101221248,mq,283.250000,283.250000,282.850000,mq,mq,mq,200,7.500000,200,8.100000,200,13.200000,0.000000,mq,mq,mq,mq,mq,mq,mq,mq,0,0.000000,mq,mq,
22016001,20140101230000,20140101230753,mq,282.350000,283.350000,282.350000,mq,mq,mq,200,7.000000,200,10.000000,180,17.100000,2.800000,mq,mq,mq,mq,mq,mq,mq,mq,0,0.000000,mq,mq,
22016001,20140102000000,20140102000657,mq,282.450000,282.450000,282.250000,mq,mq,mq,230,7.900000,230,8.000000,220,13.400000,0.200000,mq,mq,mq,mq,mq,mq,mq,mq,0,0.000000,mq,mq,
22016001,20140102010000,20140102010803,mq,282.150000,282.450000,282.150000,mq,mq,mq,260,11.300000,260,11.800000,260,17.000000,0.400000,mq,mq,mq,mq,mq,mq,mq,mq,0,0.000000,mq,mq,
22016001,20140102020000,20140102020809,mq,281.950000,282.350000,281.750000,mq,mq,mq,250,10.100000,250,12.000000,360,19.800000,0.000000,mq,mq,mq,mq,mq,mq,mq,mq,0,0.000000,mq,mq,
22016001,20140102030000,20140102031413,mq,282.250000,282.450000,282.050000,mq,mq,mq,240,6.700000,250,10.400000,250,16.100000,0.000000,mq,mq,mq,mq,mq,mq,mq,mq,0,0.000000,mq,mq,
22016001,20140102040000,20140102040717,mq,281.450000,282.250000,281.450000,mq,mq,mq,220,7.400000,240,7.500000,230,12.800000,0.000000,mq,mq,mq,mq,mq,mq,mq,mq,0,0.000000,mq,mq,
22016001,20140102050000,20140102050722,mq,281.050000,281.450000,281.050000,mq,mq,mq,220,7.200000,220,7.500000,230,11.300000,0.000000,mq,mq,mq,mq,mq,mq,mq,mq,0,0.000000,mq,mq,
22016001,20140102060000,20140102060726,mq,280.850000,281.150000,280.850000,mq,mq,mq,220,7.600000,220,8.600000,230,14.100000,0.000000,mq,mq,mq,mq,mq,mq,mq,mq,0,0.000000,mq,mq,
22016001,20140102070000,20140102070731,mq,280.650000,280.850000,280.650000,mq,mq,mq,220,8.200000,220,8.300000,230,12.500000,0.000000,mq,mq,mq,mq,mq,mq,mq,mq,0,0.000000,mq,mq,
22016001,20140102080000,20140102080736,mq,280.250000,280.650000,280.250000,mq,mq,mq,210,5.200000,220,8.100000,220,11.700000,0.000000,mq,mq,mq,mq,mq,mq,mq,mq,0,0.000000,mq,mq,
22016001,20140102090000,20140102090740,mq,281.150000,281.150000,280.150000,mq,mq,mq,200,5.400000,200,6.200000,230,10.100000,0.000000,mq,mq,mq,mq,mq,mq,mq,mq,27,85000.000000,mq,mq,
22016001,20140102100000,20140102100746,mq,281.350000,281.450000,281.050000,mq,mq,mq,mq,0.000000,200,5.500000,190,9.200000,0.000000,mq,mq,mq,mq,mq,mq,mq,mq,14,205000.000000,mq,mq,
22016001,20140102110000,20140102110650,mq,284.250000,284.250000,281.450000,mq,mq,mq,220,1.500000,mq,mq,mq,mq,0.000000,mq,mq,mq,mq,mq,mq,mq,mq,53,780000.000000,mq,mq,
22016001,20140102120000,20140102120754,mq,284.550000,284.850000,284.150000,mq,mq,mq,200,5.800000,200,6.200000,180,9.500000,0.000000,mq,mq,mq,mq,mq,mq,mq,mq,48,828000.000000,mq,mq,
22016001,20140102130000,20140102130800,mq,284.750000,285.150000,284.550000,mq,mq,mq,210,5.900000,210,7.600000,210,13.000000,0.000000,mq,mq,mq,mq,mq,mq,mq,mq,25,731000.000000,mq,mq,
