numer_sta,date,date_insert,td,t,tx,tn,u,ux,un,dd,ff,dxy,fxy,dxi,fxi,rr1,t_10,t_20,t_50,t_100,vv,etat_sol,sss,n,insolh,ray_glo01,pres,pmer,
29276001,20140101000000,20140101000754,279.050000,280.550000,280.550000,280.250000,90,91,87,190,4.800000,220,6.000000,220,7.700000,0.000000,mq,mq,mq,mq,mq,mq,mq,mq,0,0.000000,mq,mq,
29276001,20140101010000,20140101010759,279.350000,281.350000,281.550000,280.550000,87,91,87,200,6.000000,200,6.000000,200,9.300000,0.000000,mq,mq,mq,mq,mq,mq,mq,mq,0,0.000000,mq,mq,
29276001,20140101020000,20140101020805,279.050000,281.650000,281.750000,281.350000,84,87,84,200,7.300000,200,8.100000,200,12.600000,0.200000,mq,mq,mq,mq,mq,mq,mq,mq,0,0.000000,mq,mq,
29276001,20140101030000,20140101030809,279.650000,281.650000,281.650000,281.050000,87,88,83,180,6.600000,200,9.200000,210,13.200000,0.000000,mq,mq,mq,mq,mq,mq,mq,mq,0,0.000000,mq,mq,
29276001,20140101040000,20140101040814,279.650000,282.250000,282.250000,281.650000,84,87,84,180,7.800000,180,7.800000,190,11.300000,0.000000,mq,mq,mq,mq,mq,mq,mq,mq,0,0.000000,mq,mq,
29276001,20140101050000,20140101050819,279.750000,282.150000,282.350000,282.150000,85,89,83,190,11.000000,190,11.700000,190,18.400000,0.800000,mq,mq,mq,mq,mq,mq,mq,mq,0,0.000000,mq,mq,
29276001,20140101060000,20140101060724,280.250000,281.750000,282.150000,281.750000,90,90,84,180,9.600000,190,11.600000,190,17.200000,1.800000,mq,mq,mq,mq,mq,mq,mq,mq,0,0.000000,mq,mq,
29276001,20140101070000,20140101070829,280.950000,282.350000,282.450000,281.750000,91,91,90,180,11.200000,180,12.400000,180,18.800000,2.400000,mq,mq,mq,mq,mq,mq,mq,mq,0,0.000000,mq,mq,
29276001,20140101080000,20140101080733,282.150000,283.250000,283.250000,282.350000,93,93,91,180,12.600000,180,12.600000,180,18.100000,3.300000,mq,mq,mq,mq,mq,mq,mq,mq,0,0.000000,mq,mq,
29276001,20140101090000,20140101090738,283.050000,283.950000,283.950000,283.250000,94,94,92,190,14.000000,190,14.700000,190,21.000000,2.400000,mq,mq,mq,mq,mq,mq,mq,mq,0,0.000000,mq,mq,
