numer_sta,date,date_insert,td,t,tx,tn,u,ux,un,dd,ff,dxy,fxy,dxi,fxi,rr1,t_10,t_20,t_50,t_100,vv,etat_sol,sss,n,insolh,ray_glo01,pres,pmer,
56081003,20140101000000,20140101000555,279.450000,281.450000,281.450000,281.150000,87,88,85,210,4.700000,220,6.000000,220,9.400000,0.000000,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,
56081003,20140101010000,20140101010559,280.150000,280.950000,281.550000,280.950000,95,95,88,220,4.000000,230,7.600000,220,14.100000,0.600000,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,
56081003,20140101020000,20140101020604,280.050000,281.550000,281.550000,280.850000,90,95,87,200,4.800000,220,5.800000,210,10.000000,0.000000,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,
56081003,20140101030000,20140101030609,280.050000,281.550000,281.750000,281.450000,90,92,88,200,5.500000,200,5.900000,210,11.500000,0.200000,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,
56081003,20140101040000,20140101040614,279.450000,282.050000,282.050000,281.550000,84,90,83,200,6.000000,200,6.700000,190,10.900000,0.000000,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,
56081003,20140101050000,20140101050519,280.550000,281.750000,282.050000,281.750000,92,95,84,200,7.200000,200,7.200000,180,13.400000,1.600000,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,
56081003,20140101060000,20140101060525,281.050000,281.650000,281.750000,281.550000,96,97,90,190,5.200000,200,8.200000,210,14.300000,1.600000,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,
56081003,20140101070000,20140101070529,281.750000,282.250000,282.250000,281.650000,97,98,96,200,7.600000,200,8.600000,200,19.600000,3.900000,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,
56081003,20140101080000,20140101080533,282.450000,282.750000,282.750000,282.250000,98,99,97,200,8.300000,200,8.300000,190,18.200000,4.000000,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,
56081003,20140101090000,20140101090538,282.950000,283.250000,283.250000,282.750000,98,99,98,200,9.100000,200,9.500000,180,19.400000,5.400000,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,mq,
